,R2,RMSE,nRMSE,MAE,Bias
Anth,0.0846562385559082,0.41904276609420776,0.19143283866575903,0.30583226680755615,-0.0918760746717453
B,0.33502674102783203,0.00018048846686724573,0.12808198363550852,0.00012330140452831984,-2.8677686714217998e-05
C,0.4844128489494324,3.199643135070801,0.11780918745285973,1.6934998035430908,-0.6426185965538025
Ca,0.08748704195022583,0.09601540863513947,0.10930223839834656,0.05825109779834747,-0.027166444808244705
Car,0.23211973905563354,2.711322784423828,0.0726414130161501,1.651255488395691,-0.08209071308374405
Cel,0.4551020860671997,1.380627989768982,0.15222707910996855,0.8346555233001709,-0.30903980135917664
Chl,0.28662681579589844,13.972467422485352,0.06319557779843274,8.350106239318848,1.16901433467865
Cu,0.3711799383163452,2.5881585315801203e-05,0.10685601486806062,1.8019847630057484e-05,-4.155358965363121e-06
EWT,0.3830571174621582,7.048815727233887,0.13728085861905825,4.406923770904541,-1.6169019937515259
Fiber,0.46818023920059204,3.3358657360076904,0.15154176102531897,1.9817880392074585,-0.6248106360435486
LAI,0.5019854307174683,1.1308398246765137,0.16247698541357883,0.8614234328269958,-0.0391852892935276
LMA,0.550849437713623,45.47894287109375,0.0912498417942319,23.334491729736328,-7.166103839874268
Lignin,0.45921945571899414,1.7801809310913086,0.14007463223050384,1.0766944885253906,-0.397722452878952
Mg,0.15472137928009033,0.014038757421076298,0.12652801410962694,0.009773572906851768,-0.0025780722498893738
Mn,0.2364351749420166,0.0020386804826557636,0.13711551102359057,0.0014148690970614552,-0.0003865551552735269
N,0.4220430254936218,0.07061604410409927,0.07800982697846438,0.04421081393957138,-0.00683622807264328
NSC,0.39337897300720215,2.2943499088287354,0.12413667282172876,1.3053613901138306,-0.36317360401153564
P,0.31924593448638916,0.007527883164584637,0.1167263530951953,0.00502506410703063,-0.0011171995429322124
K,0.10310596227645874,0.057743266224861145,0.12347620167112053,0.03950130194425583,-0.01439801324158907
S,0.298947811126709,0.008020550012588501,0.14468170092995458,0.005156864877790213,-0.0018747359281405807
