,R2,RMSE,nRMSE,MAE,Bias
Anth,0.45803600549697876,0.32244187593460083,0.14730230088495574,0.22104886174201965,-0.0724572166800499
B,0.5691812038421631,0.00014527628081850708,0.10309397905246616,0.00010195869981544092,-1.561956560180988e-05
C,0.7754026055335999,2.1118004322052,0.07775538785989879,1.1711997985839844,-0.2934642434120178
Ca,0.21375107765197754,0.0891253873705864,0.10145876038233735,0.05388197675347328,-0.021726813167333603
Car,0.4002867341041565,2.3961074352264404,0.0641962037250906,1.243485927581787,-0.13671976327896118
Cel,0.7249563336372375,0.980889081954956,0.10815214596789872,0.6427702903747559,-0.18469356000423431
Chl,0.4674224257469177,12.072748184204102,0.054603404971120637,6.290736675262451,-0.16625289618968964
Cu,0.5818953514099121,2.1104264305904508e-05,0.08713212706775039,1.5140059986151755e-05,-2.791230144794099e-06
EWT,0.6164757013320923,5.557636260986328,0.10823904430539244,3.513563871383667,-1.1626906394958496
Fiber,0.7634251713752747,2.224900722503662,0.1010728249507498,1.4820497035980225,-0.35684555768966675
LAI,0.6051473021507263,1.0069260597229004,0.14467328365000756,0.6978907585144043,-0.02116890624165535
LMA,0.8024852275848389,30.1588077545166,0.06051122261356358,16.0779972076416,-4.251006126403809
Lignin,0.7177519798278809,1.2860832214355469,0.10119624983847543,0.8287781476974487,-0.24782738089561462
Mg,0.31332260370254517,0.01265333779156208,0.11404155329452939,0.008608803153038025,-0.00140350719448179
Mn,0.4411402940750122,0.0017441250383853912,0.11730459871559626,0.0012101470492780209,-0.00029995496151968837
N,0.6619502305984497,0.054006483405828476,0.059661178697482706,0.03574885055422783,-0.0029980791732668877
NSC,0.7399697303771973,1.5021486282348633,0.08127432179165453,0.8876449465751648,-0.16379834711551666
P,0.5052511692047119,0.0064175627194345,0.09950987224714797,0.004413181450217962,-0.0011813254095613956
K,0.22817599773406982,0.05356608331203461,0.11454385832648202,0.038171179592609406,-0.013977431692183018
S,0.4532008171081543,0.007083418313413858,0.12777689913716483,0.0045028869062662125,-0.0016775859985500574
