,R2,RMSE,nRMSE,MAE,Bias
Anth,0.1685934066772461,0.32626357674598694,0.1844843727713761,0.25205764174461365,0.021739408373832703
B,0.23551684617996216,0.00024365985882468522,0.10794137056337576,0.00014458218356594443,-3.797985482378863e-05
C,0.5511661767959595,2.9783949851989746,0.10695703339474114,1.6851606369018555,-0.8062775135040283
Ca,0.09009897708892822,0.09749003499746323,0.12393743483877069,0.06051797792315483,-0.02296750433743
Car,0.1488531231880188,2.6450469493865967,0.13576427654526166,1.7954931259155273,-0.21894340217113495
Cel,0.4772854447364807,1.3771247863769531,0.1335876397250464,0.8312896490097046,-0.3462117314338684
Chl,0.3578014373779297,11.096081733703613,0.12295659988162436,8.229817390441895,1.4321582317352295
Cu,0.33945322036743164,2.6436313419253565e-05,0.12952748080908258,1.8240978533867747e-05,-6.464007583417697e-06
EWT,0.3677229881286621,8.205368995666504,0.1020651653815844,4.930230617523193,-2.399512529373169
Fiber,0.4856570363044739,3.4094035625457764,0.12665263103075924,2.022455930709839,-0.8433699011802673
LAI,0.4246092438697815,1.2645225524902344,0.17330560334934708,0.968416154384613,-0.03134795278310776
LMA,0.6220147609710693,42.0135383605957,0.08380077269361395,23.030813217163086,-8.676604270935059
Lignin,0.450247585773468,1.8820183277130127,0.12951263031481627,1.1395469903945923,-0.5039929747581482
Mg,0.13008427619934082,0.0157813411206007,0.15398571717704548,0.010681037791073322,-0.00394654693081975
Mn,0.12311327457427979,0.0020527737215161324,0.1763298886796824,0.0014149962225928903,-0.00044799805618822575
N,0.40982991456985474,0.0753922164440155,0.09049724595700936,0.04881599545478821,-0.009341320022940636
NSC,0.41336971521377563,2.0707690715789795,0.15651212440593243,1.2399754524230957,-0.43651023507118225
P,0.3296748399734497,0.007617931347340345,0.13018066160498373,0.005209738854318857,-0.0014776100870221853
K,0.2741132378578186,0.06006493791937828,0.12903513936464317,0.04220513254404068,-0.009495397098362446
S,0.34504395723342896,0.008020461536943913,0.14169165712557302,0.005385446362197399,-0.002231875667348504
