,R2,RMSE,nRMSE,MAE,Bias
Anth,0.6519983410835266,0.21895791590213776,0.11102769393494809,0.15461333096027374,-0.04293838143348694
B,0.4500656723976135,0.00019604309636633843,0.0891702638416664,0.00011741033085854724,-1.7502878108643927e-05
C,0.771702766418457,2.137089252471924,0.058732211160192206,1.125246524810791,-0.21417610347270966
Ca,0.2978667616844177,0.08102015405893326,0.09922424113993818,0.0479326993227005,-0.011814515106379986
Car,0.6003513336181641,1.7013875246047974,0.11781213609524427,1.0992869138717651,-0.007283055689185858
Cel,0.7711300253868103,0.9092990756034851,0.08419785178597494,0.5826338529586792,-0.216311976313591
Chl,0.5839373469352722,9.34907341003418,0.14081304767653632,5.81113338470459,-0.2403492033481598
Cu,0.5722851753234863,2.3056616555550136e-05,0.09468600170554949,1.581320793775376e-05,-2.8322735943220323e-06
EWT,0.6133279800415039,5.620480537414551,0.08584158913663258,3.3999059200286865,-0.7615640759468079
Fiber,0.8060780763626099,2.0517523288726807,0.07026084894528956,1.293850064277649,-0.37056592106819153
LAI,0.7771135568618774,0.7842541933059692,0.10848937652555948,0.561236560344696,-0.028976475819945335
LMA,0.7901904582977295,31.084308624267578,0.04768283683891406,16.222156524658203,-1.3944441080093384
Lignin,0.7687293887138367,1.1643973588943481,0.0899160273283176,0.7256441116333008,-0.19251543283462524
Mg,0.3142051696777344,0.012646867893636227,0.12307785327330235,0.00820045918226242,-0.0011200695298612118
Mn,0.37738746404647827,0.0018353761406615376,0.12175354984242384,0.001205781358294189,-0.00032971962355077267
N,0.6604900360107422,0.0568835511803627,0.09609657964400828,0.0370551273226738,-0.007087402045726776
NSC,0.6897863149642944,1.6416622400283813,0.07642921759631309,0.8798691034317017,-0.08826477080583572
P,0.632014274597168,0.005338108632713556,0.10238146400434693,0.0038708262145519257,-0.0004305361944716424
K,0.3806336522102356,0.05101954936981201,0.13552752026482115,0.03548429161310196,-0.008669273927807808
S,0.4630996584892273,0.00634699547663331,0.13854151589468702,0.004469695966690779,-0.0017271175747737288
