,R2,RMSE,nRMSE,MAE,Bias
Anth,0.4873417615890503,0.3136029839515686,0.1432643975493533,0.20726799964904785,-0.08775478601455688
B,0.5174432992935181,0.000153752276673913,0.10910889170195552,0.00010461954661877826,-1.1321317288093269e-05
C,0.7485452890396118,2.2345001697540283,0.08227312804875479,1.2657908201217651,-0.18520493805408478
Ca,0.1841585636138916,0.0907871276140213,0.10335045600521653,0.05172521993517876,-0.024259887635707855
Car,0.41848355531692505,2.3594753742218018,0.06321476223521788,1.250151515007019,0.027289940044283867
Cel,0.6891205310821533,1.0428338050842285,0.11498212793126796,0.685711145401001,-0.16952840983867645
Chl,0.48543137311935425,11.866874694824219,0.053672267061018644,6.32321310043335,0.3641311228275299
Cu,0.5094030499458313,2.2860731405671686e-05,0.0943839654786453,1.6167272406164557e-05,-1.1947407756451867e-06
EWT,0.5853542685508728,5.778728485107422,0.11254497760480807,3.639948844909668,-0.7831581234931946
Fiber,0.7372648119926453,2.3446900844573975,0.10651461796616467,1.50637948513031,-0.36082860827445984
LAI,0.6952648162841797,0.8845885992050171,0.12709606240757,0.6205393075942993,-0.0017646034248173237
LMA,0.7716294527053833,32.42906188964844,0.06506630497883885,18.00356674194336,-2.182533025741577
Lignin,0.6956562399864197,1.335475206375122,0.10508268857327542,0.8133996725082397,-0.21519899368286133
Mg,0.23546141386032104,0.013351449742913246,0.12033347188684364,0.008887493051588535,-0.0013860793551430106
Mn,0.3924289345741272,0.0018185480730608106,0.12231006794839785,0.0012377237435430288,-8.646456990391016e-05
N,0.626128613948822,0.056795861572027206,0.06274261593859881,0.03781536594033241,-0.004102272912859917
NSC,0.7214854955673218,1.5546220541000366,0.0841134164185877,0.9308779835700989,-0.05637252330780029
P,0.4983983039855957,0.006461855489760637,0.10019667004084598,0.0043320488184690475,-0.0011702354531735182
K,0.32442039251327515,0.05011514946818352,0.10716450085131389,0.03632284700870514,-0.01053735800087452
S,0.34403717517852783,0.007758336141705513,0.13995165763027637,0.004974354989826679,-0.0015162989730015397
