,R2,RMSE,nRMSE,MAE,Bias
Anth,0.5214147567749023,0.303002268075943,0.13842163376446562,0.20903058350086212,-0.06078305467963219
B,0.4614213705062866,0.0001624321157578379,0.11526845982729078,0.00010634089267114177,-1.2851389328716323e-05
C,0.7678810954093933,2.1468701362609863,0.07904663602871466,1.2404162883758545,-0.15046866238117218
Ca,0.22621512413024902,0.08841613680124283,0.10065136211244985,0.05385421961545944,-0.025571823120117188
Car,0.3984953761100769,2.3996834754943848,0.06429201253824943,1.292876124382019,-0.049059174954891205
Cel,0.7194609642028809,0.9906396865844727,0.10922724083292158,0.6324828267097473,-0.08441317826509476
Chl,0.48748844861984253,11.843131065368652,0.05356487784069656,6.450538635253906,0.004810157231986523
Cu,0.5598498582839966,2.165349906135816e-05,0.08939972530327966,1.4819914213148877e-05,-2.504817530279979e-06
EWT,0.5872678756713867,5.765378475189209,0.11228497636558368,3.659641742706299,-0.7968488931655884
Fiber,0.7727988958358765,2.1803767681121826,0.09905019005166937,1.377190351486206,-0.22051553428173065
LAI,0.6936191320419312,0.8869739174842834,0.12743878054926433,0.652057945728302,-0.03886909410357475
LMA,0.7932642698287964,30.854759216308594,0.06190759325843508,17.443470001220703,-1.8871755599975586
Lignin,0.6962593197822571,1.3341513872146606,0.10497852304784894,0.7937543988227844,-0.16480585932731628
Mg,0.30977147817611694,0.012686013244092464,0.11433604945218763,0.008416443131864071,-0.002476005582138896
Mn,0.440997838973999,0.0017443472752347589,0.11731954569695432,0.0011470169993117452,-0.00027741282247006893
N,0.6852911710739136,0.05210867524147034,0.05756466241116044,0.0369991809129715,0.0003822742437478155
NSC,0.7769271731376648,1.3913111686706543,0.07527741896468436,0.8390748500823975,-0.10884535312652588
P,0.49330246448516846,0.006494596134871244,0.10070434212052498,0.004475019872188568,-0.0008978662081062794
K,0.3426045775413513,0.049436088651418686,0.10571242070691586,0.035251956433057785,-0.010209638625383377
S,0.3719203472137451,0.007591652683913708,0.13694487553274517,0.005061084870249033,-0.0015344389248639345
