,R2,RMSE,nRMSE,MAE,Bias
Anth,0.6273210048675537,0.21843858063220978,0.12351518039164193,0.16298764944076538,0.0024296590127050877
B,0.36456090211868286,0.00022214523050934076,0.09841038553070851,0.00012458040146157146,-4.161774631938897e-05
C,0.7112228274345398,2.389026403427124,0.08579223980771064,1.3606446981430054,-0.2744540274143219
Ca,0.18104994297027588,0.09248937666416168,0.11758018236316492,0.058527544140815735,-0.024023663252592087
Car,0.508871853351593,2.0092248916625977,0.10312896861681943,1.2925783395767212,-0.06755468994379044
Cel,0.6365676522254944,1.1482932567596436,0.11138989538215943,0.6980202198028564,-0.1742914319038391
Chl,0.6466326713562012,8.230916976928711,0.09120747212207993,5.705928325653076,0.6703543066978455
Cu,0.489175021648407,2.3247976059792563e-05,0.11390588866077288,1.649389923841227e-05,-3.4524550756032113e-06
EWT,0.5393839478492737,7.003480911254883,0.08711508743013409,4.340548992156982,-1.8874454498291016
Fiber,0.6592200994491577,2.7751660346984863,0.10309195535048762,1.6957650184631348,-0.46723392605781555
LAI,0.5599036812782288,1.1059080362319946,0.15156713424417756,0.7973588705062866,-0.03723945841193199
LMA,0.7575284242630005,33.649784088134766,0.06711831513347896,18.787166595458984,-2.8558526039123535
Lignin,0.6427614688873291,1.5171183347702026,0.10440173888938073,0.9491020441055298,-0.30083632469177246
Mg,0.21913939714431763,0.014951751567423344,0.14589103489799354,0.0099710738286376,-0.0035993773490190506
Mn,0.1852858066558838,0.0019786637276411057,0.1699639620151576,0.0013888388639315963,-0.00013484283408615738
N,0.6484414339065552,0.05818844586610794,0.06984665454571992,0.04011429846286774,-0.0013140803202986717
NSC,0.5814337730407715,1.749168038368225,0.132204990592804,1.0708800554275513,-0.181356742978096
P,0.601105272769928,0.005876563955098391,0.1004229296324387,0.004224319010972977,-0.0010814727284014225
K,0.33463871479034424,0.05750628933310509,0.12353849542640989,0.04006054252386093,-0.008086195215582848
S,0.47576284408569336,0.007175582926720381,0.12676580157460457,0.004904983099550009,-0.0013283081352710724
