,R2,RMSE,nRMSE,MAE,Bias
Anth,0.692574143409729,0.19839562475681305,0.1121819749507057,0.14318421483039856,-0.00543312868103385
B,0.34960705041885376,0.00022474392608273774,0.09956160823609173,0.00012352147314231843,-3.072883191634901e-05
C,0.6587657332420349,2.596963405609131,0.09325945788889388,1.2826788425445557,-0.2342614382505417
Ca,0.3310142159461975,0.08359332382678986,0.10627078064961828,0.05077844858169556,-0.01785781793296337
Car,0.5869153738021851,1.8426830768585205,0.09458075399754624,1.1140296459197998,0.019251683726906776
Cel,0.6771321296691895,1.082314372062683,0.10498963044934503,0.6294482350349426,-0.10454526543617249
Chl,0.6407989859580994,8.298579216003418,0.09195724299225418,5.426569938659668,0.7762254476547241
Cu,0.46072936058044434,2.388649772910867e-05,0.11703439231999681,1.614815482753329e-05,-1.5649552551622037e-06
EWT,0.6072949171066284,6.466625690460205,0.08043723821636757,3.946110725402832,-1.4395805597305298
Fiber,0.6732155084609985,2.7175822257995605,0.10095283020204797,1.56020987033844,-0.22940726578235626
LAI,0.6557542085647583,0.9780914187431335,0.1340495850566546,0.6885788440704346,0.014555535279214382
LMA,0.7282280921936035,35.62493896484375,0.07105798580432664,17.26449966430664,-3.577777862548828
Lignin,0.6083627939224243,1.5884816646575928,0.10931266479570337,0.9214274883270264,-0.21382495760917664
Mg,0.3872103691101074,0.013245276175439358,0.12924017898710935,0.008933640085160732,-0.0033339420333504677
Mn,0.3186686038970947,0.0018094582483172417,0.15542948945228152,0.001298408373259008,-0.0001281688892049715
N,0.5831515192985535,0.06336173415184021,0.07605642479100883,0.04063718765974045,0.00013680517440661788
NSC,0.4720724821090698,1.9644302129745483,0.14847485897855625,1.0342096090316772,-0.15360240638256073
P,0.6359091997146606,0.005614345893263817,0.0959419597709396,0.003961542621254921,-0.0009962383192032576
K,0.41182786226272583,0.05406781658530235,0.11615175991009613,0.036237385123968124,-0.006843768060207367
S,0.5387643575668335,0.006730614695698023,0.1189048716603622,0.004649953451007605,-0.0011381678050383925
