,R2,RMSE,nRMSE,MAE,Bias
Anth,0.7024862170219421,0.1951710730791092,0.11035866571201239,0.1406642347574234,0.0081044165417552
B,0.36845237016677856,0.00022146398259792477,0.09810859255747778,0.00012708627036772668,-3.318139351904392e-05
C,0.6584758162498474,2.598066568374634,0.09329907352662363,1.3553744554519653,-0.12291987985372543
Ca,0.33086061477661133,0.0836029201745987,0.10628298032450074,0.051576510071754456,-0.017325270920991898
Car,0.5962412357330322,1.8217638731002808,0.09350701859001445,1.1318352222442627,0.06714297831058502
Cel,0.6118518710136414,1.1866967678070068,0.1151152182060039,0.7265270948410034,-0.1110459715127945
Chl,0.620620608329773,8.528485298156738,0.09450485131310983,5.523843288421631,0.7503383755683899
Cu,0.47631603479385376,2.353876880079042e-05,0.11533065808991684,1.6293963199132122e-05,-2.199759592258488e-06
EWT,0.6206966638565063,6.355325222015381,0.07905279094472527,4.00379753112793,-1.5201640129089355
Fiber,0.6462045907974243,2.8276660442352295,0.10504222735994241,1.7178221940994263,-0.2060132920742035
LAI,0.6670855283737183,0.9618591666221619,0.13182491912088004,0.6798474192619324,0.024842144921422005
LMA,0.7389328479766846,34.91627883911133,0.06964448271863488,18.25588607788086,-1.8988009691238403
Lignin,0.6272348165512085,1.5497368574142456,0.10664640920018846,0.9486634135246277,-0.1546323299407959
Mg,0.390558123588562,0.013209045864641666,0.12888666337971608,0.008836191147565842,-0.0036043685395270586
Mn,0.28200995922088623,0.0018574988935142756,0.15955610191370595,0.0013211590703576803,-9.937015420291573e-05
N,0.6050029993057251,0.06167864054441452,0.07403611893791087,0.041391946375370026,-0.0014861663803458214
NSC,0.507453203201294,1.8974626064300537,0.1434133373871277,1.073195219039917,-0.08912397921085358
P,0.5877720713615417,0.0059739695861935616,0.10208746675175095,0.004235811997205019,-0.0007678496185690165
K,0.33488863706588745,0.057495489716529846,0.12351529503566377,0.040226202458143234,-0.006788192316889763
S,0.4763285517692566,0.007171710021793842,0.12669738178175308,0.004894442856311798,-0.001226114109158516
