,R2,RMSE,nRMSE,MAE,Bias
Anth,0.6052079200744629,0.22482576966285706,0.12712678967344837,0.16766081750392914,0.011833838187158108
B,0.36564815044403076,0.00022195510973688215,0.09832616198707378,0.00012755708303302526,-3.104393545072526e-05
C,0.6698993444442749,2.554245948791504,0.09172543285927676,1.3818693161010742,-0.2001499980688095
Ca,0.20457977056503296,0.09115100651979446,0.11587873500434528,0.05586232617497444,-0.015159498900175095
Car,0.49150681495666504,2.0444366931915283,0.1049363107366027,1.3105440139770508,0.06034858152270317
Cel,0.6568028926849365,1.1158679723739624,0.10824448891547858,0.6915268301963806,-0.12783855199813843
Chl,0.5703099966049194,9.07637882232666,0.10057610479211683,6.133058547973633,1.2750686407089233
Cu,0.44216781854629517,2.4294102331623435e-05,0.11903149367420733,1.7145621313829906e-05,-2.6373554646852426e-06
EWT,0.5719045400619507,6.751724720001221,0.08398353572176931,4.30456018447876,-1.838321328163147
Fiber,0.6690459847450256,2.7348647117614746,0.10159484053543137,1.6890782117843628,-0.3240562081336975
LAI,0.5814341306686401,1.0785170793533325,0.14781314322296235,0.7614066004753113,0.04474921524524689
LMA,0.7368805408477783,35.053253173828125,0.06991769358199856,18.81017303466797,-2.8680241107940674
Lignin,0.6288951635360718,1.5462814569473267,0.10640862299127012,0.9476292729377747,-0.24307724833488464
Mg,0.28297561407089233,0.014327561482787132,0.13980052857771388,0.009620927274227142,-0.002842410234734416
Mn,0.2685919404029846,0.0018747752765193582,0.1610401148178773,0.0013357700081542134,-0.00019722846627701074
N,0.5653015375137329,0.06470412760972977,0.07766777032055593,0.04272539168596268,-0.002338946331292391
NSC,0.52052903175354,1.872106671333313,0.14149689420533737,1.0735630989074707,-0.18271997570991516
P,,,,,
K,0.37526142597198486,0.0557231642305851,0.11970787802999984,0.03931272774934769,-0.0057456535287201405
S,,,,,
