,R2,RMSE,nRMSE,MAE,Bias
Anth,0.31057000160217285,0.36367321014404297,0.16613816201497617,0.2493770718574524,-0.047113094478845596
B,0.46964460611343384,0.00016118731582537293,0.1143850989824301,0.00011267761146882549,-1.6557447452214547e-05
C,0.716594934463501,2.37221622467041,0.08734376119252048,1.392426609992981,-0.2623997926712036
Ca,,,,,
Car,0.32755833864212036,2.537241220474243,0.0679774420356361,1.4828842878341675,0.08510583639144897
Cel,0.6656100749969482,1.0815476179122925,0.11925068592929342,0.734708309173584,-0.21297596395015717
Chl,0.33937615156173706,13.44596004486084,0.06081425623667523,7.570952892303467,0.6197113394737244
Cu,0.5170947909355164,2.2680815163766965e-05,0.09364115423329863,1.628784229978919e-05,-2.068928779408452e-06
EWT,0.3459329605102539,7.257796764373779,0.14135091766498029,4.554615497589111,-0.39336419105529785
Fiber,0.667614221572876,2.6372272968292236,0.1198040030423517,1.7308881282806396,-0.474784791469574
LAI,0.5017081499099731,1.1311546564102173,0.16252221985782853,0.802314281463623,-0.06384525448083878
LMA,0.7177776098251343,36.0504035949707,0.07233223590933859,21.04447364807129,-3.3030502796173096
Lignin,0.6205823421478271,1.4911192655563354,0.11732963716591428,0.9569261074066162,-0.29578152298927307
Mg,0.2506774067878723,0.013217920437455177,0.11913000370669811,0.009076777845621109,-0.0016440656036138535
Mn,0.45803433656692505,0.0017175608081743121,0.11551796857353715,0.0012117483420297503,-0.00016480103658977896
N,0.5468894243240356,0.06252557784318924,0.06907225647029061,0.0425570085644722,-0.0031382462475448847
NSC,0.6740063428878784,1.6819206476211548,0.09100095514744028,1.0131288766860962,-0.13787004351615906
P,0.4708770513534546,0.006636758800595999,0.10290869746897273,0.004609996452927589,-0.0013295216485857964
K,0.20272833108901978,0.05444198101758957,0.11641684766022033,0.037909675389528275,-0.011688991449773312
S,0.28053903579711914,0.008125172927975655,0.1465689806465209,0.005228215362876654,-0.001319080707617104
