,R2,RMSE,nRMSE,MAE,Bias
Anth,0.6088570356369019,0.23213347792625427,0.11770866850399883,0.15300142765045166,-0.06276503205299377
B,0.5736799240112305,0.0001726092305034399,0.07851136260741882,0.00011080018884968013,-1.584236088092439e-05
C,0.8004316091537476,1.9981043338775635,0.054912580521217134,1.0637609958648682,-0.18499553203582764
Ca,0.3477858304977417,0.07808694243431091,0.09563197819084167,0.04499758780002594,-0.005845829378813505
Car,0.6229034662246704,1.6526858806610107,0.11443980344239948,1.0864795446395874,-0.0401512011885643
Cel,0.8011932969093323,0.8474767804145813,0.07847332771348599,0.5347173810005188,-0.1440538913011551
Chl,0.5941486954689026,9.233633995056152,0.13907433249781007,5.946238040924072,-0.5642688274383545
Cu,0.606045126914978,2.212797335232608e-05,0.09087236705050494,1.573383269715123e-05,-2.5245826691389084e-06
EWT,0.6343319416046143,5.465697765350342,0.08347759213735165,3.367189407348633,-0.6123064160346985
Fiber,0.801507294178009,2.075791835784912,0.07108406534432128,1.2752515077590942,-0.36749547719955444
LAI,0.7856565713882446,0.769077479839325,0.10638991413727113,0.5598815083503723,-0.048553310334682465
LMA,0.8151645660400391,29.17569351196289,0.044755051502319516,15.631176948547363,-0.6807779669761658
Lignin,0.7677912712097168,1.166756510734558,0.09009820359290256,0.7420624494552612,-0.2130780965089798
Mg,0.4152680039405823,0.011677888222038746,0.11364785536008798,0.007696287240833044,-0.0017430486623197794
Mn,,,,,
N,0.7135239839553833,0.05225219577550888,0.08827257069437214,0.03522786870598793,-0.004835158586502075
NSC,0.7202122211456299,1.559077262878418,0.072584391885592,0.8708067536354065,-0.27982431650161743
P,0.6095879673957825,0.005498364567756653,0.1054550689783164,0.003914546221494675,1.8826765881385654e-05
K,0.39124995470046997,0.05058040842413902,0.13436099323451728,0.03513219952583313,-0.005044589750468731
S,0.46821457147598267,0.006316690240055323,0.13788001653951676,0.004557524807751179,-0.001093451981432736
