,R2,RMSE,nRMSE,MAE,Bias
Anth,0.45893001556396484,0.3364369571208954,0.14331360000552487,0.2116336226463318,-0.020422905683517456
B,0.3809646964073181,0.00021051416115369648,0.091266357688251,0.00012163787323515862,-1.1956078196817543e-05
C,0.7779392600059509,2.0678863525390625,0.06344325768799672,1.2033634185791016,-0.18910279870033264
Ca,0.20481383800506592,0.0844331905245781,0.11402701745887275,0.052427951246500015,-0.011665934696793556
Car,0.5511603951454163,1.7508935928344727,0.10209963398742825,1.179304599761963,0.04139035940170288
Cel,0.6481801271438599,1.1270732879638672,0.07579253932602717,0.6347538828849792,-0.07690335065126419
Chl,0.6355744004249573,8.240948677062988,0.11304602813702738,5.596714496612549,0.18151314556598663
Cu,0.5504288673400879,2.2704572984366678e-05,0.08811463524663628,1.5450244973180816e-05,3.6369819156334415e-08
EWT,0.729217529296875,4.593723773956299,0.07398332585032308,2.973184108734131,-0.8230952620506287
Fiber,0.7093970775604248,2.4404823780059814,0.0842461118540305,1.430071473121643,-0.21149207651615143
LAI,0.49516719579696655,1.1837230920791626,0.16350166492030663,0.8478351831436157,-0.08792948722839355
LMA,0.7907477617263794,30.985990524291992,0.053481352773348284,16.85940170288086,-1.8009775876998901
Lignin,0.7035809755325317,1.272077202796936,0.09284404045528095,0.7823821902275085,-0.18666690587997437
Mg,0.33545809984207153,0.012778582982718945,0.12000510600514484,0.008649531751871109,-0.0016006630612537265
Mn,0.3137815594673157,0.001832717563956976,0.15076962504601737,0.001261198311112821,-0.0002538735861890018
N,0.6524360179901123,0.05813702195882797,0.0678790232598568,0.038360659033060074,-0.0036864534486085176
NSC,0.699648380279541,1.4878709316253662,0.0858076017992833,0.9625611901283264,-0.09366092830896378
P,0.5276790857315063,0.006309231743216515,0.08632574445070029,0.004253308288753033,-0.0005326918326318264
K,0.2996581196784973,0.05025307834148407,0.12776522513307192,0.03553999587893486,-0.009550759568810463
S,0.42757493257522583,0.00644430797547102,0.13402199692750824,0.004653988406062126,-0.0006982525810599327
