,R2_mean,R2_std,RMSE_mean,RMSE_std,nRMSE_mean,nRMSE_std,MAE_mean,MAE_std,Bias_mean,Bias_std
Cab,0.6070735454559326,0.0,8.499262809753418,0.0,0.11536056201978852,0.0,5.6725358963012695,0.0,-0.4200810492038727,0.0
Car,0.5873345136642456,0.0,1.8394759893417358,0.0,0.100049358652629,0.0,1.1699750423431396,0.0,-0.027498973533511162,0.0
Anth,0.7078155875205994,0.0,0.23376458883285522,0.0,0.10107127976303991,0.0,0.14471565186977386,0.0,-0.05813683569431305,0.0
Cw,0.6868598461151123,0.0,0.00502927927300334,0.0,0.08960047476335502,0.0,0.002948413835838437,0.0,-0.0003855697868857533,0.0
Cm,0.7388339638710022,0.0,0.0032385122030973434,0.0,0.06483507443718661,0.0,0.0017333646537736058,0.0,-0.0004353529657237232,0.0
LAI,0.5820773243904114,0.0,1.1419020891189575,0.0,0.16182549684761088,0.0,0.7615258693695068,0.0,0.18389831483364105,0.0
Cp,0.6729309558868408,0.0,0.00025211102911271155,0.0,0.06006079165350236,0.0,0.000152861321112141,0.0,-3.302569894003682e-05,0.0
Cbc,0.754303514957428,0.0,0.0031661749817430973,0.0,0.06920219067548203,0.0,0.0016621409449726343,0.0,-0.00036439852556213737,0.0
