,R2,RMSE,nRMSE,MAE,Bias
Anth,0.49532419443130493,0.2541956603527069,0.1437338713352155,0.1833038628101349,0.002881374442949891
B,0.39102357625961304,0.0002174704713979736,0.0963394662255403,0.0001342914765700698,-3.199778439011425e-05
C,0.6739916801452637,2.5383636951446533,0.09115508582937251,1.4565407037734985,-0.32068753242492676
Ca,0.1980690360069275,0.09152328968048096,0.11635201229848467,0.05960812419652939,-0.01962992735207081
Car,0.45183706283569336,2.1226868629455566,0.10895271494018904,1.430046796798706,-0.1222989559173584
Cel,0.5481179356575012,1.2804232835769653,0.12420713503534334,0.7636927962303162,-0.17481450736522675
Chl,0.5076360702514648,9.715789794921875,0.10766147069010834,6.9359211921691895,0.905326247215271
Cu,0.4736155867576599,2.3599381165695377e-05,0.11562763470717474,1.672612052061595e-05,-2.9818754683219595e-06
EWT,0.4794168472290039,7.445425033569336,0.09261235390983369,4.743496894836426,-1.6601518392562866
Fiber,0.5879309177398682,3.051666021347046,0.11336338557180795,1.8668317794799805,-0.43387606739997864
LAI,0.4851366877555847,1.1961650848388672,0.16393706171960407,0.8718563914299011,-0.061960555613040924
LMA,0.720071017742157,36.155616760253906,0.0721164829231607,20.731599807739258,-3.9697160720825195
Lignin,0.5286349654197693,1.742685317993164,0.11992431530598965,1.0926421880722046,-0.2566189467906952
Mg,0.30704301595687866,0.014085051603615284,0.13743424947751443,0.01007258240133524,-0.003067098557949066
Mn,0.22951805591583252,0.001924201613292098,0.16528575590809194,0.0013471933780238032,-0.00022065802477300167
N,0.5858750343322754,0.06315439939498901,0.07580754996849803,0.04362615942955017,-0.0015312343603000045
NSC,0.5721912384033203,1.7683746814727783,0.13365666019530004,1.1400318145751953,-0.24072188138961792
P,0.6099234819412231,0.005811245646327734,0.09930672363595759,0.004300217144191265,-0.001035698689520359
K,0.3675053119659424,0.056067995727062225,0.12044866594632081,0.03988928347826004,-0.0094743138179183
S,0.5123152732849121,0.006920904386788607,0.12226658115056342,0.00496818358078599,-0.0012340263929218054
