,R2,RMSE,nRMSE,MAE,Bias
Anth,0.5517998933792114,0.30620548129081726,0.13043575902228344,0.17263133823871613,-0.04007522761821747
B,0.38588351011276245,0.00020967611635569483,0.09090303155439841,0.00011858123616548255,-1.0079390449391212e-05
C,0.7541058659553528,2.176029920578003,0.066761128733458,1.2129435539245605,-0.1594337522983551
Ca,0.2893252372741699,0.07982046157121658,0.10779752735397269,0.04709934815764427,-0.012390402145683765
Car,0.6485893726348877,1.5492503643035889,0.09034123820980836,1.0001484155654907,-0.05332300812005997
Cel,0.6692211031913757,1.0928508043289185,0.073491172623049,0.6335484385490417,-0.08611348271369934
Chl,0.6993410587310791,7.4853105545043945,0.10268048749218343,4.976347923278809,0.2832714319229126
Cu,0.5918405652046204,2.1633613869198598e-05,0.08395832841531764,1.4806269064138178e-05,-2.1436142105812905e-07
EWT,0.7762765884399414,4.175517559051514,0.06724798689821976,2.748267412185669,-0.37434643507003784
Fiber,0.723017156124115,2.3826050758361816,0.08224817172696823,1.403732180595398,-0.27464166283607483
LAI,0.6824182271957397,0.9388670921325684,0.12968094795965673,0.6419586539268494,-0.07436692714691162
LMA,0.7941809892654419,30.730745315551758,0.05304080338888882,16.461349487304688,-0.9833492636680603
Lignin,0.7195626497268677,1.2373093366622925,0.09030646713594845,0.7490515112876892,-0.18812327086925507
Mg,0.3197309374809265,0.012928909622132778,0.12141684033614622,0.008453426882624626,-0.0013308355119079351
Mn,0.40673118829727173,0.0017040804959833622,0.1401872184129263,0.001145523856393993,-0.00029153795912861824
N,0.680268406867981,0.0557606965303421,0.06510449777509057,0.03691555932164192,-0.004684318322688341
NSC,0.6442878246307373,1.6191966533660889,0.09338134021812675,0.9580209851264954,-0.11374805122613907
P,0.6022828817367554,0.00578955328091979,0.0792152701554751,0.003973413724452257,-0.000663222570437938
K,0.3941878080368042,0.04673869535326958,0.11883013203008089,0.03233486786484718,-0.008976485580205917
S,0.41027289628982544,0.006540975533425808,0.13603238798959266,0.004736512899398804,-0.0009016585536301136
