,R2,RMSE,nRMSE,MAE,Bias
Anth,0.5659186244010925,0.2652466595172882,0.12237205754095687,0.17510299384593964,-0.07861708849668503
B,0.3309261202812195,0.00021970309899188578,0.10041072550821073,0.00012959691230207682,-2.7917998522752896e-05
C,0.738677442073822,2.2620034217834473,0.08195717131749432,1.2473372220993042,-0.23843568563461304
Ca,0.2555004954338074,0.09800240397453308,0.09924736650408812,0.0519268698990345,-0.020251454785466194
Car,0.5831022262573242,1.639019250869751,0.09963770636588379,1.1324971914291382,-0.12526965141296387
Cel,0.7046632766723633,0.9625054001808167,0.09506194836009531,0.5780619978904724,-0.13301903009414673
Chl,0.6490089893341064,8.20740032196045,0.12735321492291815,5.792491912841797,-0.48507294058799744
Cu,0.5383599996566772,2.2494210497825406e-05,0.09240419819431102,1.5305027773138136e-05,-2.067931063720607e-06
EWT,0.6685609817504883,5.200291633605957,0.0962637715478175,3.236020803451538,-0.49795421957969666
Fiber,0.7116998434066772,2.3129148483276367,0.1066783593803677,1.4262423515319824,-0.22215385735034943
LAI,0.6727696657180786,0.9245364665985107,0.12154292010900472,0.6215064525604248,0.00619418965652585
LMA,0.7719753980636597,32.711978912353516,0.06500639174317413,17.49443244934082,-2.8582019805908203
Lignin,0.6586776375770569,1.3440159559249878,0.11018865536885368,0.7929567694664001,-0.175094872713089
Mg,0.2042534351348877,0.01553315669298172,0.10993957192845238,0.010183623991906643,-0.0021240285132080317
Mn,0.4258562922477722,0.0018808660097420216,0.1307476552440436,0.0012526637874543667,-0.00035471236333251
N,0.6328527331352234,0.05610518902540207,0.07735684130853196,0.03694569319486618,-0.005938336718827486
NSC,0.6757920384407043,1.6517702341079712,0.09330108451860811,1.0211272239685059,-0.1612345576286316
P,0.576810359954834,0.006952198687940836,0.10238160607011854,0.004615809302777052,-0.0013593916082754731
K,0.34467464685440063,0.04567781463265419,0.13172854678790868,0.031474336981773376,-0.004407573025673628
S,0.4477234482765198,0.0066046398133039474,0.15107288775516117,0.0047495621256530285,-0.0009322659461759031
