,R2,RMSE,nRMSE,MAE,Bias
Anth,-0.05794632434844971,0.4505033493041992,0.2058050918992512,0.3467230796813965,-0.1054336279630661
B,-0.0055332183837890625,0.00022194509801920503,0.1575013013622977,0.00015151716070249677,-1.64641114679398e-05
C,-0.013990163803100586,4.487116813659668,0.1652132952044395,2.6248419284820557,-0.5270711183547974
Ca,-0.061420321464538574,0.10355357825756073,0.1178835570103211,0.06162809208035469,-0.02491021901369095
Car,-0.005360841751098633,3.1023831367492676,0.08311865192356042,2.0695595741271973,0.22655035555362701
Cel,-0.05277204513549805,1.919049859046936,0.21159309884626762,1.197599172592163,-0.4296571910381317
Chl,-0.05097341537475586,16.95940399169922,0.07670508736686964,12.263527870178223,3.7349960803985596
Cu,-0.00506281852722168,3.272082904004492e-05,0.13509286049273342,2.2804057152825408e-05,-2.3223608422995312e-06
EWT,-0.056939005851745605,9.226110458374023,0.17968527117914726,5.731998920440674,-2.1414058208465576
Fiber,-0.04805934429168701,4.682947158813477,0.21273699704845442,2.937793016433716,-1.0028038024902344
LAI,-0.00041365623474121094,1.6027650833129883,0.23028233829431238,1.319879412651062,-0.03280289098620415
LMA,-0.008117198944091797,68.13494873046875,0.13670729572443668,39.5346794128418,-6.113983631134033
Lignin,-0.04600214958190918,2.4758248329162598,0.1948118008012219,1.5888690948486328,-0.5192091464996338
Mg,-0.011900544166564941,0.015360226854681969,0.13843810687109018,0.010094653815031052,-0.0016657744999974966
Mn,-0.011037230491638184,0.002345901681110263,0.15777828382283432,0.001735141733661294,-0.0002451075706630945
N,-2.8014183044433594e-05,0.09288843721151352,0.10261422892066929,0.06333745270967484,0.0004936803015880287
NSC,-0.017878413200378418,2.9720005989074707,0.16080122066511615,1.8935673236846924,-0.3938811123371124
P,-0.01766812801361084,0.009204089641571045,0.14271738733622213,0.006212538108229637,-0.001212773728184402
K,-0.11462545394897461,0.0643717423081398,0.13765030547820184,0.0431780107319355,-0.02064296044409275
S,-0.019138574600219727,0.00967042613774538,0.1744436104918627,0.006352364085614681,-0.0013252063654363155
