,R2,RMSE,nRMSE,MAE,Bias
Anth,0.5348800420761108,0.25313517451286316,0.12835806627126123,0.17987754940986633,-0.06136995181441307
B,0.4113617539405823,0.00020282447803765535,0.09225477742082552,0.00012508666259236634,-1.7005168047035113e-05
C,0.7450450658798218,2.2584166526794434,0.0620665718941966,1.2005432844161987,-0.3644808530807495
Ca,0.2781480550765991,0.08214996010065079,0.10060789868079148,0.05141825973987579,-0.00862465426325798
Car,0.5627470016479492,1.7796330451965332,0.12323022679326914,1.2334383726119995,-0.09107130020856857
Cel,0.6785042881965637,1.0777050256729126,0.09979164221671011,0.6653942465782166,-0.23813530802726746
Chl,0.6531301736831665,8.536354064941406,0.12857210326750385,6.2132134437561035,-0.3289983868598938
Cu,0.5396316051483154,2.392055102973245e-05,0.09823389872239165,1.6389520169468597e-05,-2.454230525472667e-06
EWT,0.5843902826309204,5.826998710632324,0.0889957408246594,3.668931245803833,-0.6151725649833679
Fiber,0.7380059957504272,2.384828805923462,0.0816668240778497,1.4187946319580078,-0.43813928961753845
LAI,0.662304162979126,0.9653346538543701,0.13353904337278888,0.6714743375778198,0.019158437848091125
LMA,0.7766761779785156,32.06978988647461,0.04919454947829184,16.73197364807129,-2.3287956714630127
Lignin,0.7345507144927979,1.2474747896194458,0.09633135666102703,0.7875766158103943,-0.25215721130371094
Mg,0.3286990523338318,0.012512512505054474,0.12177032219593076,0.00827392190694809,-0.0011717029847204685
Mn,0.3438425064086914,0.001884170575067401,0.1249904316291326,0.0012613877188414335,-0.00040531408740207553
N,0.6125497817993164,0.06076708063483238,0.10265724419074164,0.03950998932123184,-0.007338460069149733
NSC,0.6343598961830139,1.7822976112365723,0.08297663711156202,0.9975710511207581,-0.28254225850105286
P,0.5397831201553345,0.00596970971673727,0.11449516346201594,0.004320734646171331,-8.715583680896088e-05
K,0.36866486072540283,0.051510147750377655,0.1368307380075349,0.03811286762356758,-0.007254397962242365
S,0.4459882378578186,0.006447344087064266,0.14073191427423723,0.004692655522376299,-0.0008980194688774645
