,r2_score,RMSE,nRMSE (%),MAE,Bias,RPD,spearmanr_squared
cab,0.02193270388076118,0.8163176297844085,1.2878716676177246,0.20564486211033556,0.2276068606195822,0.020885472464619317,0.01616859224559416
cw,0.035168631887698254,0.00021697242457697363,0.4064501686055959,0.00014153347226165963,0.00022645488492670427,0.034656705993532794,0.027532841833142727
cm,0.029576542297625866,0.00021787204294149498,0.6327205184070437,8.81735285815097e-05,6.445224958800091e-05,0.05429812966934113,0.020087835314221352
LAI,0.03068399078498895,0.042529673682302004,0.5735300305392056,0.02650785550400485,0.031160502112778037,0.016942031863930812,0.01890440970732583
cp,0.05872205188755165,1.4447318359902145e-05,0.91480668171286,5.167554970657691e-06,1.2168041286485332e-05,0.050967183410594225,0.035415679368890535
cbc,0.03101898632026468,0.00023156680596719278,1.0343372559717376,0.00010624171793382962,5.598238914146566e-05,0.06246686714387219,0.0205917638581767
car,0.020761083977086876,0.10922061294827011,0.7902462100590382,0.03499249869023505,0.12927306408449873,0.010374404018366656,0.013129794182499509
anth,0.09941993385764146,0.023061116422657926,2.291861805864454,0.012463714247574262,0.02858088932901781,0.05285522164917307,0.08469933280577847
