,R2,RMSE,nRMSE,MAE,Bias
Anth,0.5396196246147156,0.24278411269187927,0.13728125951272727,0.17530468106269836,0.013663522899150848
B,0.23967653512954712,0.00024299605865962803,0.10764730694558461,0.00013680622214451432,-3.557907621143386e-05
C,0.6205233335494995,2.738621711730957,0.09834654413964596,1.3814456462860107,-0.20890173316001892
Ca,0.2770841121673584,0.08689744770526886,0.11047125752808976,0.05165594816207886,-0.017889736220240593
Car,0.572056770324707,1.8755308389663696,0.09626675532154436,1.2254027128219604,0.0769723653793335
Cel,0.5531668663024902,1.2732499837875366,0.12351129091330773,0.7453789114952087,-0.160530224442482
Chl,0.583723783493042,8.933585166931152,0.09899379648063689,6.108467102050781,1.0291868448257446
Cu,0.3806465268135071,2.5598727006581612e-05,0.12542363863287728,1.7189300706377253e-05,-3.4759964364639018e-06
EWT,0.48195916414260864,7.42722225189209,0.09238593265769084,4.436511516571045,-1.713524341583252
Fiber,0.5768057107925415,3.0925869941711426,0.11488351916040551,1.7782946825027466,-0.3714505136013031
LAI,0.6438940763473511,0.9947976469993591,0.13633921046660508,0.7011871933937073,0.0191157478839159
LMA,0.6917877197265625,37.938209533691406,0.075672066614541,19.158620834350586,-1.413374900817871
Lignin,0.5260683298110962,1.7474234104156494,0.12025037101080123,1.0063530206680298,-0.23442940413951874
Mg,0.2969871759414673,0.014186881482601166,0.1384278498835803,0.009635980241000652,-0.003162029664963484
Mn,0.2638753056526184,0.0018808104796335101,0.1615585288457477,0.001309176324866712,-0.0001458912156522274
N,0.537986159324646,0.06670607626438141,0.08007081467100087,0.043205589056015015,-0.0011676400899887085
NSC,0.4630730152130127,1.9811030626296997,0.14973502031438243,1.0522611141204834,-0.15616843104362488
P,0.5786539316177368,0.006039678119122982,0.10321034117786812,0.00408798735588789,-0.0004021393251605332
K,0.3581188917160034,0.05648249760270119,0.12133912399293978,0.03810466453433037,-0.007564125582575798
S,0.48593008518218994,0.007105659227818251,0.12553051047269528,0.004863284528255463,-0.0010675628436729312
