,R2,RMSE,nRMSE,MAE,Bias
Anth,0.5491622686386108,0.2703177034854889,0.1247115934483975,0.17550013959407806,-0.08039185404777527
B,0.521345853805542,0.00018582753546070307,0.08492860474262624,0.00011755760351661593,-2.0557163225021213e-05
C,0.8046764731407166,1.9556092023849487,0.0708558602902395,1.1591806411743164,-0.16336606442928314
Ca,0.3271017074584961,0.09317067265510559,0.09435425582862843,0.05342782661318779,-0.016467435285449028
Car,0.6261701583862305,1.5520520210266113,0.09435087687564635,1.0769882202148438,-0.017217198386788368
Cel,0.8019469380378723,0.7881978154182434,0.07784644118646301,0.5262435674667358,-0.0885312631726265
Chl,0.6741110682487488,7.908468723297119,0.12271473030678955,5.700122833251953,-0.38869091868400574
Cu,0.6076061725616455,2.0738632883876562e-05,0.08519244289396352,1.4531034139508847e-05,-1.6421005284428247e-06
EWT,0.6921007633209229,5.012220859527588,0.09278235102253295,3.268249273300171,-0.15362799167633057
Fiber,0.8221479058265686,1.8166308403015137,0.08378829760346287,1.2542122602462769,-0.15058475732803345
LAI,0.6844337582588196,0.9079094529151917,0.11935707253157155,0.6376973986625671,-0.06312291324138641
LMA,0.8312975168228149,28.136932373046875,0.055914698807865156,16.229095458984375,-2.6107184886932373
Lignin,0.7978460788726807,1.0343395471572876,0.0847999485375541,0.6849717497825623,-0.08609435707330704
Mg,0.2673739194869995,0.014904366806149483,0.10548916353062103,0.009968535043299198,-0.0031003248877823353
Mn,0.49927204847335815,0.0017565012676641345,0.12210248948662517,0.0012368601746857166,-0.00037877101567573845
N,0.6521788835525513,0.054608575999736786,0.0752933377656733,0.036343589425086975,-0.00024000639677979052
NSC,0.7307738065719604,1.5052076578140259,0.08502242261049403,0.8987308740615845,-0.23948659002780914
P,0.6032876968383789,0.006731200497597456,0.09912707456410852,0.004481547977775335,-0.0007951137376949191
K,0.41226285696029663,0.043258197605609894,0.12475070344493998,0.029890786856412888,0.00028874349663965404
S,0.46651989221572876,0.006491274107247591,0.14847978880193163,0.00469649862498045,-0.0006466705817729235
