,R2,RMSE,nRMSE,MAE,Bias
Anth,0.45676106214523315,0.29672884941101074,0.13689642651963138,0.2047095149755478,-0.04594552889466286
B,0.38735026121139526,0.00021023512817919254,0.09608358664328191,0.0001221115526277572,-3.929288141080178e-05
C,0.7084413766860962,2.3892838954925537,0.08656881225874649,1.3192979097366333,-0.20051614940166473
Ca,0.27182453870773315,0.09692203253507614,0.09815327068741617,0.05338446795940399,-0.022163724526762962
Car,0.511084794998169,1.7749496698379517,0.10790105968779143,1.2349447011947632,-0.0682961568236351
Cel,0.6815682649612427,0.9994305372238159,0.09870886345284348,0.6151012778282166,-0.08152458816766739
Chl,0.6241288185119629,8.49331283569336,0.13178968400962182,6.2390666007995605,-0.0564926378428936
Cu,0.5771670341491699,2.1527988792513497e-05,0.08843504613334323,1.4666523384221364e-05,-2.303158908034675e-06
EWT,0.6443166732788086,5.38713264465332,0.09972242765221656,3.443765640258789,-0.5798987746238708
Fiber,0.6880952715873718,2.4057371616363525,0.11095959442229933,1.4515337944030762,-0.07519172132015228
LAI,0.5637436509132385,1.0675005912780762,0.14033750292120226,0.7179588079452515,-0.02351178042590618
LMA,0.749541163444519,34.283416748046875,0.06812920812248374,18.363418579101562,-2.486100196838379
Lignin,0.6581178903579712,1.345117449760437,0.11027896093709502,0.7856284976005554,-0.03994905948638916
Mg,0.2087322473526001,0.015489380806684494,0.10962973779135905,0.009914769791066647,-0.0027517040725797415
Mn,0.41443580389022827,0.0018994803540408611,0.13204162401075678,0.0013161171227693558,-0.00028894227580167353
N,0.6200395226478577,0.05707580968737602,0.07869511589281517,0.038491204380989075,-0.0034587334375828505
NSC,0.6264225244522095,1.7730791568756104,0.10015328092116477,1.0418800115585327,-0.1941816210746765
P,0.541415810585022,0.007237093988806009,0.10657711885300268,0.004777268972247839,-0.0012751618633046746
K,0.2782595753669739,0.04793661832809448,0.1382426265588528,0.033852268010377884,-0.0063578300178050995
S,0.42821455001831055,0.006720280274748802,0.15371801889715364,0.004932967945933342,-0.0007474024896509945
