,R2,RMSE,nRMSE,MAE,Bias
Anth,0.5102889537811279,0.3065040111541748,0.14002134785568413,0.20917871594429016,-0.07170658558607101
B,0.543511152267456,0.0001495417527621612,0.10612093206042023,0.00010284985910402611,-7.461674158548703e-06
C,0.743375301361084,2.257354259490967,0.08311460368470064,1.2344712018966675,-0.19760192930698395
Ca,0.17339611053466797,0.09138399362564087,0.10402991768768273,0.054194867610931396,-0.023988932371139526
Car,0.4046210050582886,2.3874330520629883,0.06396380076161587,1.2790186405181885,-0.08687286823987961
Cel,0.7208684682846069,0.9881514310836792,0.1089528875170595,0.6373324394226074,-0.12627841532230377
Chl,0.48657625913619995,11.853666305541992,0.0536125273051661,6.286630153656006,-0.25148043036460876
Cu,0.5355362892150879,2.2243522835196927e-05,0.0918357271316272,1.498758683737833e-05,-2.668574097697274e-06
EWT,0.6108571887016296,5.5981974601745605,0.10902900342287447,3.552830219268799,-0.8236128091812134
Fiber,0.7426008582115173,2.320758104324341,0.10542743559697054,1.4443074464797974,-0.2345319539308548
LAI,0.6993355751037598,0.8786604404449463,0.1262443154639523,0.6205118894577026,-0.014549504965543747
LMA,0.7692449688911438,32.59792709350586,0.06540511943150139,17.27867317199707,-2.4590208530426025
Lignin,0.7179787158966064,1.2855664491653442,0.10115558729433101,0.7920050024986267,-0.17794257402420044
Mg,0.23143672943115234,0.013386545702815056,0.12064978350734222,0.009301947429776192,-0.002219016198068857
Mn,0.43029075860977173,0.0017609737114980817,0.11843778973967792,0.0011773713631555438,-0.00017916980141308159
N,0.6266963481903076,0.056752726435661316,0.06269496438055296,0.038226187229156494,-0.005148675758391619
NSC,0.7067035436630249,1.595344066619873,0.08631669636527983,0.9440757632255554,-0.14259058237075806
P,0.4015411138534546,0.007058215327560902,0.10944374620780292,0.004909164272248745,-0.0011812410084530711
K,0.23374253511428833,0.053372573107481,0.11413006280355759,0.0378212034702301,-0.012849234975874424
S,0.3853487968444824,0.007510059047490358,0.13547301810597742,0.00497405556961894,-0.001816075760871172
