,R2,RMSE,nRMSE,MAE,Bias
Anth,0.5537270307540894,0.30554646253585815,0.1301550337682787,0.18292184174060822,-0.04035131260752678
B,0.39959001541137695,0.00020732304255943745,0.08988287940131222,0.00012060298467986286,-1.9873185010510497e-05
C,0.7395833730697632,2.239366292953491,0.06870430408673947,1.2559289932250977,-0.30169498920440674
Ca,0.2507999539375305,0.08195541799068451,0.11068078583803692,0.04764151945710182,-0.01326078362762928
Car,0.550634503364563,1.7519190311431885,0.10215943024028167,1.1477967500686646,-0.051993004977703094
Cel,0.6290282011032104,1.1573437452316284,0.07782814326357446,0.6478261351585388,-0.12650834023952484
Chl,0.6553442478179932,8.014298439025879,0.1099369310912321,5.605565547943115,-0.028279561549425125
Cu,0.5927685499191284,2.160900658054743e-05,0.0838628294924619,1.4722476407769136e-05,-7.549245424343098e-07
EWT,0.7179524898529053,4.688303470611572,0.07550656078145727,2.9913058280944824,-0.6292949318885803
Fiber,0.6721280813217163,2.5922553539276123,0.08948535603835439,1.4979703426361084,-0.36617258191108704
LAI,0.6440137624740601,0.994015097618103,0.13729826215607197,0.71502286195755,-0.004260534420609474
LMA,0.7795000076293945,31.807870864868164,0.05489990585776152,17.067052841186523,-2.804456949234009
Lignin,0.6631256341934204,1.3561084270477295,0.09897715750721264,0.8243549466133118,-0.20190806686878204
Mg,0.40748780965805054,0.012066190131008625,0.11331494483450351,0.007873070426285267,-0.001681073335930705
Mn,0.3759492039680481,0.0017477298388257623,0.1437780581491074,0.001232928829267621,-0.0003076312714256346
N,0.6645328998565674,0.05711634084582329,0.0666873069545461,0.0382375568151474,-0.004782395903021097
NSC,0.6905256509780884,1.5102977752685547,0.08710098930222167,0.918613076210022,-0.23344039916992188
P,0.5535660982131958,0.006133896764367819,0.08392673246423536,0.004304777830839157,-0.0008466055151075125
K,0.3346831202507019,0.04898035153746605,0.1245293989505787,0.034643273800611496,-0.009927518665790558
S,0.37126725912094116,0.006753827910870314,0.14045906976589237,0.0048560164868831635,-0.0008548990590497851
