,R2,RMSE,nRMSE,MAE,Bias
Anth,0.4145689606666565,0.3351229131221771,0.15309542545949625,0.2293400764465332,-0.07519837468862534
B,0.570892333984375,0.0001449874835088849,0.10288903669284041,0.00010194972855970263,-1.627175515750423e-05
C,0.7639268636703491,2.165079116821289,0.07971708117325003,1.2244890928268433,-0.346256285905838
Ca,0.2341059446334839,0.08796415477991104,0.10013683379507211,0.054164234548807144,-0.020602531731128693
Car,0.3994453549385071,2.3977878093719482,0.06424122409412476,1.2539669275283813,-0.1573631316423416
Cel,0.7155016660690308,0.9976058006286621,0.10999531970829722,0.6599414348602295,-0.2000861018896103
Chl,0.4669191241264343,12.078451156616211,0.05462919874296166,6.2086896896362305,-0.2858869433403015
Cu,0.5934168100357056,2.0811452486668713e-05,0.0859232094636691,1.5109658306755591e-05,-2.888257540689665e-06
EWT,0.6117883324623108,5.591495513916016,0.10889847810168653,3.629680871963501,-0.9517111778259277
Fiber,0.7379895448684692,2.341454267501831,0.1063676212227079,1.5520718097686768,-0.44550952315330505
LAI,0.5859684944152832,1.0310903787612915,0.14814516855028761,0.7130318880081177,-0.028601381927728653
LMA,0.796418309211731,30.618492126464844,0.061433542341496804,16.949161529541016,-4.479445934295654
Lignin,0.6900206208229065,1.3477832078933716,0.10605115124808027,0.8551547527313232,-0.2819335162639618
Mg,0.280381441116333,0.012953285127878189,0.11674490799062044,0.008829391561448574,-0.0014056158252060413
Mn,0.46192795038223267,0.0017113799694925547,0.1151022639736189,0.0011753905564546585,-0.0003174350131303072
N,0.6377902030944824,0.055903077125549316,0.06175635338194618,0.03659169375896454,-0.004663387779146433
NSC,0.7121627330780029,1.5804270505905151,0.08550960555006142,0.9211040735244751,-0.18565145134925842
P,0.46690356731414795,0.006661632098257542,0.10329437950760241,0.004516689572483301,-0.001288650557398796
K,0.2478812336921692,0.05287787318229675,0.11307221360793243,0.037765491753816605,-0.015052408911287785
S,0.4570748805999756,0.007058280985802412,0.12732345002083872,0.0045687551610171795,-0.0019072835566475987
