,R2,RMSE,nRMSE,MAE,Bias
Anth,-5.960464477539062e-07,0.3578178584575653,0.20232660918608936,0.29076796770095825,-0.0001561401440994814
B,-0.0270998477935791,0.0002824271214194596,0.12511527634192698,0.00017023492546286434,-4.587567309499718e-05
C,-0.04370439052581787,4.541802883148193,0.16310051724478042,2.8387227058410645,-0.929399311542511
Ca,-0.08611011505126953,0.10651237517595291,0.13540738351602663,0.06561516970396042,-0.02999098226428032
Car,-0.0021582841873168945,2.870114803314209,0.147316500360859,2.122790575027466,-0.13319215178489685
Cel,-0.08442485332489014,1.9835389852523804,0.1924126948870039,1.2855514287948608,-0.5534472465515137
Chl,-0.07101094722747803,14.329530715942383,0.1587867156187114,12.109735488891602,3.689753293991089
Cu,-0.020497679710388184,3.2859057682799175e-05,0.16099638765492746,2.475437031534966e-05,-4.6569457481382415e-06
EWT,-0.1621994972229004,11.124608993530273,0.138377086677002,6.820845603942871,-4.15593957901001
Fiber,-0.07634508609771729,4.932053565979004,0.18321608136334908,3.227933883666992,-1.3135381937026978
LAI,-0.00015485286712646484,1.6671656370162964,0.22848872567548703,1.3940320014953613,-0.0207514725625515
LMA,-0.01826310157775879,68.95755004882812,0.13754366336757212,42.29958724975586,-9.235041618347168
Lignin,-0.06953573226928711,2.6250522136688232,0.1806451148215509,1.7694206237792969,-0.6693357229232788
Mg,-0.05446445941925049,0.017374860122799873,0.16953440625953262,0.01183067075908184,-0.003948771860450506
Mn,-0.022835493087768555,0.002217033412307501,0.1904395261366589,0.001704778871499002,-0.0003312645712867379
N,-0.001685023307800293,0.0982208102941513,0.11789960882615938,0.06765677034854889,-0.004028566647320986
NSC,-0.06963932514190674,2.796199321746826,0.21134133308999034,1.8290176391601562,-0.7134713530540466
P,-0.0593184232711792,0.009576516225934029,0.16365036140660513,0.006394874770194292,-0.0022661499679088593
K,-0.05124056339263916,0.07228324562311172,0.15528324836073515,0.04700644314289093,-0.015958566218614578
S,-0.05233955383300781,0.010166495107114315,0.17960407044542018,0.006743913050740957,-0.0022672947961837053
