,r2_score,RMSE,nRMSE (%),MAE,Bias,RPD,spearmanr_squared
cab,0.023269797773573242,0.7440312464451623,1.1593989563586413,0.21303151810194373,0.2594483042510112,0.018624393171117137,0.021777627477192803
cw,0.04588707379753328,0.0003414301247369677,0.5390393480221738,0.00018500474173767717,0.0002507386454812352,0.04548354887260988,0.03279992284091961
cm,0.030229276224000994,0.00017374379461194798,0.5228984163268023,5.6943488893541245e-05,4.247512110929287e-05,0.047013936261304456,0.02551580021857167
LAI,0.018183738454577686,0.03999334923055982,0.522422987725679,0.03655079410223736,0.027742869662209915,0.008462750308820035,0.01033458299813784
cp,0.039742491675297496,1.587849546066384e-05,0.9273083549646571,6.878007541806038e-06,1.2742477847601507e-05,0.03007037342544581,0.02207513771366477
cbc,0.032270616692138425,0.0001605971500902538,0.8321878766668261,5.3442798170872835e-05,6.0725660960618654e-05,0.05028462153590706,0.03324030571696693
car,0.039320547390686536,0.11290674675365443,0.796538075407125,0.04202800323379895,0.12854656941513298,0.019978495051629144,0.015401683372122013
anth,0.11274651882779607,0.02097792402830259,2.3712909089279055,0.01202432616837058,0.04970208866618558,0.06617704346210436,0.0882610997791071
