,R2,RMSE,nRMSE,MAE,Bias
Anth,0.5256744027137756,0.25562790036201477,0.1296220607767946,0.17568492889404297,-0.06317825615406036
B,0.33215832710266113,0.00021603936329483986,0.09826557212291748,0.00013328703062143177,-1.977649299078621e-05
C,0.7128981351852417,2.396571159362793,0.06586338087158174,1.1772887706756592,-0.23961976170539856
Ca,0.20475375652313232,0.08622517436742783,0.10559875617545231,0.052507705986499786,-0.010558497160673141
Car,0.5603846907615662,1.7844338417053223,0.12356265669737956,1.2332885265350342,-0.19212695956230164
Cel,0.6700567603111267,1.0917719602584839,0.10109419019580364,0.6476163864135742,-0.1949065625667572
Chl,0.6474900841712952,8.605475425720215,0.12961318927078275,6.151820182800293,-0.7562273144721985
Cu,0.49375736713409424,2.508405850676354e-05,0.10301204432277315,1.677805630606599e-05,-2.4431251404166687e-06
EWT,0.5430389642715454,6.110006332397461,0.09331811572274484,3.679330587387085,-0.9532901644706726
Fiber,0.7060176134109497,2.5262258052825928,0.08650886718095055,1.4516043663024902,-0.4149763882160187
LAI,0.6916191577911377,0.9224837422370911,0.127611285861779,0.6462171673774719,-0.02766892872750759
LMA,0.7385268211364746,34.701011657714844,0.05323080197859987,16.794979095458984,-2.1051065921783447
Lignin,0.7126322984695435,1.297955870628357,0.1002295605043184,0.7837364077568054,-0.2138988971710205
Mg,0.2677326798439026,0.013068348169326782,0.1271796504902351,0.008633380755782127,-0.0012883997987955809
Mn,0.31134361028671265,0.0019302673172205687,0.12804835630679356,0.00125206692609936,-0.0004541095404420048
N,0.5949199795722961,0.06213421747088432,0.10496682527567357,0.039426326751708984,-0.00852961465716362
NSC,0.5952040553092957,1.875302791595459,0.08730658574162296,0.9781715273857117,-0.2077416628599167
P,0.5319532155990601,0.006020278669893742,0.11546504321035948,0.004343132954090834,-0.00013209246390033513
K,0.34361112117767334,0.05252226069569588,0.1395192987533902,0.03813007101416588,-0.008234020322561264
S,0.40980035066604614,0.006654582917690277,0.14525550056839343,0.004751470405608416,-0.0010939681669697165
