,R2,RMSE,nRMSE,MAE,Bias
Anth,0.6073802709579468,0.23257127404212952,0.11793066318712794,0.1666015386581421,-0.02283964492380619
B,0.4472730755805969,0.0001965402188943699,0.08939638017938925,0.00012455214164219797,-1.427348342986079e-05
C,0.7735642194747925,2.128358840942383,0.05849227903153858,1.1729531288146973,-0.07773923128843307
Ca,0.3009756803512573,0.0808405801653862,0.09900431952262319,0.04972337558865547,-0.012624278664588928
Car,0.6310763359069824,1.6346783638000488,0.11319287762656935,1.1177799701690674,-0.14114804565906525
Cel,0.718967080116272,1.0076063871383667,0.09330075826435023,0.6538345813751221,-0.1864127665758133
Chl,0.654444694519043,8.520163536071777,0.12832824619058963,6.059118270874023,-0.12491666525602341
Cu,0.5411636829376221,2.3880715161794797e-05,0.09807030580968482,1.6741347280913033e-05,-2.8893080070702126e-06
EWT,0.5988732576370239,5.724570274353027,0.08743135150163547,3.5782787799835205,-0.9096179008483887
Fiber,0.7733720541000366,2.218034029006958,0.0759550515306082,1.4172035455703735,-0.23467417061328888
LAI,0.7694472670555115,0.7976276874542236,0.11033939155193281,0.5779924988746643,-0.031679656356573105
LMA,0.7829267978668213,31.6178035736084,0.048501209636948345,17.121793746948242,0.8098052144050598
Lignin,0.7648290395736694,1.1741750240325928,0.09067106923824804,0.7626564502716064,-0.10168731212615967
Mg,0.30096960067749023,0.012768324464559555,0.12425985455147669,0.008483892306685448,-0.001958430977538228
Mn,0.3576815724372864,0.001864194986410439,0.1236653087971988,0.0012197678443044424,-0.000366780674085021
N,0.6526132822036743,0.05753962695598602,0.09720492532068355,0.03816254064440727,-0.007851392030715942
NSC,0.6939362287521362,1.63064444065094,0.07591627299326463,0.9472352862358093,-0.1602386087179184
P,0.5965913534164429,0.005589134059846401,0.10719596900986099,0.003986557945609093,-0.0004186017613392323
K,0.3649168610572815,0.05166282132267952,0.13723629765907283,0.03541950136423111,-0.010236288420855999
S,0.4220770001411438,0.006585008464753628,0.1437368370979572,0.004763725679367781,-0.0016708805924281478
