,R2,RMSE,nRMSE,MAE,Bias
Anth,0.5375727415084839,0.3110274076461792,0.13248977719811694,0.19126638770103455,-0.04608864337205887
B,0.2597966194152832,0.00023019673244562,0.09979954415850312,0.00012569727550726384,-1.9674605937325396e-05
C,0.6973755955696106,2.4140303134918213,0.07406303884033397,1.24117112159729,-0.3851524889469147
Ca,0.22814977169036865,0.08318505436182022,0.11234140966485703,0.050689347088336945,-0.013760519213974476
Car,0.6224998235702515,1.6057308912277222,0.09363477994756504,1.0613504648208618,-0.15966247022151947
Cel,0.6533594131469727,1.1187463998794556,0.07523257929561837,0.6392885446548462,-0.16685356199741364
Chl,0.6581023335456848,7.9821672439575195,0.1094961682465509,5.507430076599121,-0.394782155752182
Cu,0.5164597034454346,2.3546723241452128e-05,0.09138295316554362,1.5231700672302395e-05,-1.4461143109656405e-06
EWT,0.6880210638046265,4.9307990074157715,0.07941202554151683,3.271357774734497,-0.7677169442176819
Fiber,0.694472074508667,2.5023674964904785,0.08638240288441469,1.4471535682678223,-0.4342690706253052
LAI,0.630203127861023,1.013113260269165,0.13993619446580055,0.7264569401741028,-0.00566202262416482
LMA,0.7480443716049194,34.00104904174805,0.058685298346039964,17.388336181640625,-3.678361654281616
Lignin,0.7150546312332153,1.2472145557403564,0.09102941111983572,0.7654454112052917,-0.2802240252494812
Mg,0.283397912979126,0.013269683346152306,0.12461708459875616,0.008295364677906036,-0.0019231706392019987
Mn,0.42292165756225586,0.001680667162872851,0.1382611063247507,0.001134004327468574,-0.0004032129072584212
N,0.6386048793792725,0.05928250029683113,0.06921644901936755,0.03961363434791565,-0.0039982968010008335
NSC,0.5654124021530151,1.7897357940673828,0.10321657146395984,0.9607359170913696,-0.22982440888881683
P,0.5049660205841064,0.006459149997681379,0.08837699339037407,0.004465477541089058,-0.0005906831938773394
K,0.32907527685165405,0.0491863377392292,0.12505310564300734,0.03315632417798042,-0.007279986049979925
S,,,,,
