,R2,RMSE,nRMSE,MAE,Bias
Anth,0.4683132767677307,0.2935568690299988,0.13543302725793896,0.205086350440979,-0.07345354557037354
B,0.3325180411338806,0.00021944157197140157,0.10029120003047594,0.0001269093481823802,-3.761649350053631e-05
C,0.7524566650390625,2.201559543609619,0.07976716168670409,1.271005392074585,-0.2690097391605377
Ca,0.23390823602676392,0.09941339492797852,0.1006762818226036,0.05578196048736572,-0.026671741157770157
Car,0.5396267175674438,1.722361445426941,0.1047041661434435,1.2283629179000854,-0.10309329628944397
Cel,0.721966028213501,0.933884859085083,0.09223523757055636,0.58964604139328,-0.10235273092985153
Chl,0.6424424052238464,8.283819198608398,0.1285389971730996,6.019525527954102,-0.5298538208007812
Cu,0.5540971755981445,2.2107475160737522e-05,0.09081552413346912,1.540040466352366e-05,-3.3409448860766133e-06
EWT,0.6640766859054565,5.235352993011475,0.09691280028115958,3.2553040981292725,-1.0399361848831177
Fiber,0.7118306159973145,2.312390089035034,0.10665415595565238,1.4881677627563477,-0.16652022302150726
LAI,0.6159128546714783,1.0016411542892456,0.13167938225473685,0.6878893375396729,-0.0034680922981351614
LMA,0.7908519506454468,31.3287353515625,0.0622575616271506,17.150529861450195,-4.122047424316406
Lignin,0.6710900068283081,1.3193516731262207,0.10816656318664973,0.8253915905952454,-0.11924120038747787
Mg,0.1874067187309265,0.015696721151471138,0.1110972378752049,0.009849951602518559,-0.003454717108979821
Mn,0.3351602554321289,0.0020239793229848146,0.14069612049557315,0.0014115712838247418,-0.00032824050867930055
N,0.6603965759277344,0.053959619253873825,0.07439856769399432,0.03572256118059158,-0.00477504450827837
NSC,0.6521991491317749,1.710815191268921,0.09663626905257959,1.062328577041626,-0.21652093529701233
P,0.6042526364326477,0.0067230090498924255,0.09900644314810265,0.004585456568747759,-0.0012816734379157424
K,0.3573644161224365,0.04523339867591858,0.13044691217773868,0.031114133074879646,-0.005971402395516634
S,0.4109486937522888,0.006820989772677422,0.15602162289472546,0.004928820300847292,-0.0008264543139375746
