wavelength_nm,Cab,Car,Anth,Cw,Cm,LAI,Cp,Cbc
435,0.027816258801115715,0.03129593034688885,0.0031863651525005404,9.880327598345185e-09,0.001367181778981347,0.953944079538696,3.1293079198253812e-15,0.0013596635633318641
436,0.028787185436636383,0.03319942798683907,0.0034232056287071943,1.0685504319679649e-08,0.001396175022218813,0.9540145389704925,3.1298739629666016e-15,0.0013860498206083865
437,0.029774930626311733,0.03514753676824657,0.00367077638983473,1.1526759047397642e-08,0.0014259976453144473,0.9540832508565671,6.2608457046509645e-15,0.0014134410719829306
438,0.0307761681178268,0.03713726948389968,0.003928463224392039,1.2402694566139657e-08,0.0014562711927731688,0.9541503996072839,9.392869162730106e-15,0.0014413971365620911
439,0.03178720179298432,0.03915694199057768,0.004194920946328531,1.3310799780325145e-08,0.00148613627408524,0.9542112664045441,0.0,0.0014690279150335285
440,0.032804699998293343,0.04120867757019986,0.004469936391963556,1.4252098714060227e-08,0.0015156985302904147,0.9542666577173494,3.1318597228058576e-15,0.0014964311760948367
441,0.03382548931888995,0.04329630561461574,0.004754341885431734,1.5226998944736015e-08,0.0015446698979932941,0.9543165966951229,0.0,0.001523325917564079
442,0.03484670601183457,0.04542054086671554,0.005047956425273219,1.623354747106246e-08,0.00157314838548199,0.954361157934549,6.265130479854255e-15,0.0015498012130419187
443,0.03586532825148534,0.04757956817366684,0.005349791557121081,1.7270168887346368e-08,0.0016016633136091338,0.9543997553650299,9.398518618835569e-15,0.0015763898762108533
444,0.03688134115779775,0.04977751330584517,0.005660260072981226,1.833964262061789e-08,0.0016302228707887265,0.9544337896872088,9.399216602017907e-15,0.0016031130049712719
445,0.03789521161680523,0.05202972203062211,0.005982427549258284,1.945276001314028e-08,0.0016594423069713129,0.9544626562564072,9.399772295639929e-15,0.001630556125721181
446,0.03890621821373704,0.05433477051903203,0.00631631682180714,2.0611241159775434e-08,0.0016890744554026692,0.9544864116698205,3.133395788147407e-15,0.0016584594636899496
447,0.039914732778180737,0.056692558942673096,0.006661436363994067,2.1814605641202442e-08,0.001718862327936756,0.9545050536332129,6.266974524776047e-15,0.0016865648267266982
