band_index,wavelength_nm,Cab_imp_mean,Cab_imp_std,Cab_signed_mean,Car_imp_mean,Car_imp_std,Car_signed_mean,Anth_imp_mean,Anth_imp_std,Anth_signed_mean,Cw_imp_mean,Cw_imp_std,Cw_signed_mean,Cm_imp_mean,Cm_imp_std,Cm_signed_mean,LAI_imp_mean,LAI_imp_std,LAI_signed_mean,Cp_imp_mean,Cp_imp_std,Cp_signed_mean,Cbc_imp_mean,Cbc_imp_std,Cbc_signed_mean
446,846.0,0.0003820491159179558,8.409001087219009e-05,3.923590444780226e-05,0.0003970455630527188,1.5768075249255285e-05,2.8570896271655027e-05,0.0013356229367976387,0.000253722883794619,0.0005494760310587784,0.00038516116910614073,1.455748400560724e-05,-6.112113002624635e-05,0.0002570347375391672,2.8541639068451295e-05,4.5144986264252417e-05,0.00122551581201454,0.0003052185405080491,-9.330414468422532e-05,0.0003719399586164703,4.8455627464689185e-05,3.4351461939271154e-05,0.000280883852004384,3.148950284744917e-05,7.091221535423149e-05
447,847.0,0.0004176322545390576,0.00010959889184397546,-6.019470796066647e-05,0.0004879484574000041,6.37148097170961e-05,3.292605348785097e-05,0.00122609653044492,7.376070463491786e-05,0.0003196227153239306,0.0003985835549732049,3.3841927610701125e-05,-1.101631914934842e-05,0.00030804785395351547,5.170355482630544e-05,6.007628447453802e-05,0.0014914653729647398,0.00022421021966384736,6.418667423228423e-05,0.00043976306915283203,5.584732734971039e-05,6.180729057329397e-05,0.00035345263313502073,6.127875822238584e-05,9.900523946271278e-05
448,848.0,0.00034214028467734653,5.271176005473737e-05,-6.872020996221788e-05,0.0003925403386044006,1.3429498306470327e-05,5.7142654744287334e-05,0.0009386275390473505,2.5555653984256145e-05,-3.431256724676738e-05,0.0003570927365217358,2.8402203424190965e-05,-1.1298014518009344e-05,0.00024777130359628546,4.1336336077337785e-05,1.2173914001323283e-06,0.001170800649560988,0.00032635054327643284,0.0001250149895592282,0.0003430733728843431,6.250971026022797e-05,-8.145586495326522e-05,0.00027004978619515896,3.948710305832386e-05,2.1087299198067438e-05
449,849.0,0.0003007296957851698,3.5022747385667614e-05,-1.9197253701956168e-05,0.00034628606711824733,6.786776879289502e-05,-2.2679206538830005e-05,0.0009370523427302638,0.0003512309889842043,0.0005030001775594428,0.00030617936863563955,4.769416908577039e-05,-4.293160600354895e-07,0.0002456007302195455,6.242910442841365e-05,3.0024179977772292e-05,0.0010263067864192028,0.0001194671403692613,0.00016166015605752668,0.0003335506092601766,7.236299863414235e-05,7.857738971021415e-05,0.0002685496292542666,7.039284838227331e-05,4.3211114946946814e-05
450,850.0,0.00035468970114986104,8.836721114228119e-05,-0.00011583188097574748,0.00039535269024781883,8.611971888578905e-05,6.15991896969111e-05,0.0009259205350341896,3.955010951915596e-05,0.0003199309770328303,0.0004052650280452023,9.974441601689831e-05,0.00016485974795917477,0.00028259358077775687,6.677010823627049e-05,-2.79484708395709e-05,0.000894819056460013,9.247325719550013e-05,7.39947742355677e-05,0.0004239673726260662,5.035038836498e-05,4.4348952845515065e-05,0.0002932419398954759,5.007410566369644e-05,-9.109854242221141e-06
451,851.0,0.00029752616440722096,5.2613578002599524e-05,-4.727078855163806e-06,0.0003219257729748885,3.9484727455126665e-05,2.5246057096713534e-06,0.0007517535317068299,0.00021249038049389593,0.0001764226411372268,0.0003306828730273992,6.629594057910222e-06,-2.3947334739204962e-05,0.0002191156333234782,3.0287779688053632e-05,8.191283389654322e-06,0.0007481067441403866,3.074642375296608e-05,0.00015451486494081715,0.0003077293901393811,1.6713434314110982e-05,9.519547757008695e-05,0.00023780577369810393,3.749813667015094e-05,3.161633988687148e-06
452,852.0,0.00028625710304671276,9.854881521636467e-05,4.8359389135536425e-05,0.00031061176559887826,2.948058193261907e-05,-2.3376542837164987e-05,0.0006959805711327741,0.000265919972672292,0.0003739678906337455,0.0002540091081755236,2.716769427584001e-05,1.2882661394542083e-05,0.00020391247138225785,2.7762012126967876e-05,4.534044273896143e-05,0.0005785501562058926,0.00010401970641001988,2.9896812823911507e-05,0.0002759517083177343,4.8560927164412604e-05,0.00012320527093834244,0.00022493141780917844,3.596336624316426e-05,2.5701238579737645e-05
453,853.0,0.0002576292463345453,6.279052652094906e-05,1.484393942519091e-05,0.0003362517066610356,4.401641428708651e-05,8.076230490890642e-05,0.0007239738091205558,2.3662627852110967e-05,0.00028703094479472685,0.00032475832267664373,6.473004322685866e-05,0.00011499713339920466,0.0002306354872416705,5.245654707795485e-05,1.434511311041812e-05,0.0007176370127126575,0.00012511780958575982,9.115571932246287e-05,0.00028287129922925186,7.232370965756616e-05,7.849760640965542e-05,0.0002457026906389122,6.162090425752007e-05,8.859746837212393e-06
454,854.0,0.00023994590931882462,4.640947402642443e-05,3.142395709687662e-05,0.0002633758510152499,2.6515301040421225e-05,5.125154226940746e-05,0.0006992713024374098,0.00025129237353577785,0.00018053104698386355,0.0002379388752160594,1.3575241335197567e-05,7.323720334776833e-05,0.00020047739477983365,3.304128861200467e-05,8.57206032378599e-06,0.0006121358407350878,0.00010866335668836356,-7.130414329973671e-05,0.000261661193993253,2.9767513354334375e-05,5.8827927811459325e-05,0.00020779787155333906,3.461071598608644e-05,6.109932049488028e-06
455,855.0,0.00021691337072600922,5.2553123677615685e-05,2.077143835776951e-05,0.00025874395699550706,4.4479213514602956e-05,1.2221796472052423e-05,0.0005473692823822299,0.0001379183078872024,0.00026597638983124244,0.0002687654341571033,5.4752794277267317e-05,3.122443255657951e-05,0.0001858896721387282,2.5079141877155415e-05,-4.082817516367261e-06,0.000486305303638801,6.948232002614874e-05,1.478376604306201e-05,0.0002150213452599322,1.6413090129961396e-05,4.017337293286497e-05,0.00020118783868383616,2.8609488489430885e-05,-1.2928509628788257e-05
456,856.0,0.00018745166016742587,5.367117046346657e-05,1.527398323257027e-05,0.00024343553135016313,1.5535633428243864e-05,4.251870511022086e-05,0.0005241539814354231,0.0001039478048336136,0.00015340750542236492,0.00023138104976775745,5.16178225167431e-05,3.453953468124382e-05,0.00014497571343478435,3.348252525517626e-05,-4.208842619846109e-05,0.0005589133264341702,0.000112792786236227,8.865139776996027e-05,0.00018693024564223984,1.1436340349142299e-05,-1.0189716704189777e-05,0.00015897021997564784,3.414095283966058e-05,-5.378526187390283e-05
457,857.0,0.0001639966455210621,2.540773661764628e-05,1.4787763120693853e-05,0.00019341212464496493,2.7127322346001782e-05,-1.9988076625547062e-05,0.0004161879575500886,9.286516759764347e-05,-2.3415122996084392e-05,0.00020209771658604345,4.214009745466077e-05,4.4207871117881346e-05,0.00011701331095537171,1.26242314168871e-05,2.475453042668126e-05,0.0004539895550503085,2.2957298783634722e-05,7.526854460593313e-05,0.00016988306985391924,8.031810090453702e-06,5.1550720551555664e-05,0.00012818806135328487,1.1255182088875067e-05,1.8187436277609475e-05
458,858.0,0.00016823074353548387,1.352200844073696e-05,-2.2049092270511514e-06,0.00022057819781669727,4.215816713094286e-05,-2.9343795783158082e-05,0.0004225746961310506,2.7807911076912633e-05,5.8926025909992554e-05,0.00019061613420490175,1.5688119755454078e-05,1.548490520993558e-05,0.00013131401404583207,2.8779449009495983e-05,1.2239639090694254e-05,0.0004388312906182061,8.339531083657215e-05,-3.521449495262156e-05,0.00018804142503843954,1.7580616367312544e-05,3.7015129843590934e-05,0.00013395749313834435,3.156881136421031e-05,2.3075832965938994e-06
459,859.0,0.00011159341859941681,2.0435445107736774e-05,-4.193430777377216e-05,0.00014422324845024073,2.730329790572889e-05,-1.1210143687397553e-05,0.00029213725550410646,2.925242123865669e-05,8.037979205255397e-05,0.00011834968123973037,1.0926681294057293e-05,2.7776259230449796e-06,0.00011705570796038955,3.33435541646712e-05,-2.228438461315818e-05,0.00025758731256549555,2.0916794888719385e-05,2.9701705595167976e-05,0.00013015855074627325,1.444610176820314e-05,7.102600022790284e-06,0.00011550163859889533,3.912736633663959e-05,-2.8088511802100886e-05
460,860.0,9.260164127529909e-05,1.9939755326404853e-05,1.5377763702417724e-06,0.00011123912796999018,1.359529219527524e-05,-3.941218043716314e-05,0.00020442007128925374,6.106719294451313e-05,-2.921208457943673e-06,9.566642984282225e-05,1.7202884415401953e-05,-1.4877527746648411e-05,8.286511122908753e-05,2.963782964265204e-05,-1.013331499658913e-05,0.00021763168721615025,4.091896504473828e-05,5.215711401736674e-06,0.00010243378953115705,3.0057332594662352e-05,-1.5874051920642767e-05,8.650935584834467e-05,2.82286722321017e-05,-1.7907558420423204e-05
461,861.0,6.378782078778993e-05,1.3513175630186236e-05,7.248951684838782e-06,5.496525530664561e-05,9.519455616055083e-06,1.6148106624314096e-05,0.00012655458946634704,1.2823357531874816e-05,-1.2954489344944402e-06,5.149572461959906e-05,1.5997836420577967e-05,6.670633865724085e-06,3.9793326019813925e-05,1.1636745047487079e-05,2.1209159058344085e-05,0.00013677515623082095,2.346492143601947e-05,-1.4916618965798989e-05,6.465937015794528e-05,1.3564126544044279e-05,1.92225094603297e-05,4.149440004160473e-05,1.353342035629435e-05,1.9997752588096773e-05
462,862.0,0.0009105301675541947,0.00036424759311942635,0.00010385389001991523,0.0011585513323855896,0.00032904432890057454,7.60717181644092e-05,0.0036483938650538525,0.0012401085575162057,0.0003737311247580995,0.0010202512106237311,0.0003609776065457195,-1.7605845641810447e-05,0.0007673096260987222,0.00029583629880440337,4.423626099499719e-05,0.004971093342949946,0.00074415812838795,0.0011063385366772611,0.0010014502719665568,0.0003142594930593189,6.503532252584894e-05,0.0008233242745821675,0.0003288100606956469,4.5505490106734214e-05
463,863.0,0.0014007098119085033,0.0005527215424161497,-0.00030630771895327297,0.0015477828177002568,0.0005875232155493583,-0.0002612456689045454,0.005840844474732876,0.0018263263409357558,0.0007856242979566256,0.001637119605826835,0.0005927504808321059,0.00017402232879248913,0.0010630409815348685,0.00045909223652108725,0.0004228094427768762,0.007859243700901667,0.0030473728149978826,0.0008426127023994923,0.0016549600986763835,0.0007985991473329745,0.00031187806113545474,0.001151782499315838,0.0004948768919020418,0.00046851330262143165
464,864.0,0.0007527069731925925,0.00017088572303812413,4.139015497154711e-05,0.0008030708413571119,0.00013640593937643762,-4.3619409552775323e-05,0.003115402301773429,0.0002662202160568307,0.00018503447548331073,0.0009091384902906915,0.00014438699172738246,-0.00015753073239466175,0.0004796476763052245,1.1180059413276043e-05,5.964490931849772e-05,0.0034255533634374538,0.0001332033540446133,-0.0005633355273554722,0.0007933829911053181,5.509595448162534e-05,4.57440473837778e-05,0.0005220149178057909,1.5342576529479386e-05,5.7762216859676606e-05
465,865.0,0.0009569808025844395,0.0001203353151439795,-0.00015543101835646667,0.0009767977171577513,4.677480441252713e-05,-0.00017165839017252438,0.004100731185947855,0.0012173474065767778,0.0007342600438278168,0.001168727253874143,0.0002986631843317859,-0.00018630250391045897,0.0006370186650504669,4.5142824665841897e-05,0.00023315926470483342,0.0037128805803755918,0.0003338845964268762,-0.0002782895462587476,0.0009907078153143327,7.459872572411194e-05,0.00020260419114492834,0.0006811414690067371,2.687836214132391e-05,0.0002376546302305845
466,866.0,0.0007670177146792412,0.00017492861476105706,-4.145317385943296e-05,0.0008326898678205907,0.00013705030479604634,-5.647487872314135e-05,0.003606983460485935,0.0007104981613623571,0.00048075852888966136,0.0010023836900169651,0.00024361633453319278,-0.00020551635437489799,0.0005036077733772496,4.335703765094031e-05,0.00013073651856151022,0.0023822250853603086,0.0004957840761215596,-0.00048754857076952857,0.0007999840890988708,0.00013825892289072585,7.1163839190073e-05,0.0005450370178247491,6.915579501865061e-05,0.00013657333329319954
467,867.0,0.0010718906996771693,4.17421775843961e-05,-4.105075883368651e-06,0.0009158777926738063,0.00014396568888770534,-8.578789614451428e-05,0.003920753486454487,0.0006487210249645661,0.0006113474373705685,0.0009529552577684323,0.00016235790966857115,-0.00020153664430229887,0.0004941026272717863,1.528870404260698e-05,0.00012503212322675003,0.002258881344459951,0.0002425194808278688,-0.00034857050438101095,0.000869501440320164,0.00013755815364597363,0.00029332019524493563,0.000534062332008034,2.368721843541601e-05,0.0001029233132309552
468,868.0,0.0008601312874816358,0.00017953347310934925,-7.027126654672126e-05,0.0009003154118545353,0.00023620787051489888,-8.20239414072906e-05,0.0034523313709845147,0.000905101502519373,0.0001816316410743942,0.0011055793923636277,0.0002547379587031336,-9.075768563585977e-05,0.0006153172968576351,9.542404792903943e-05,0.000244653533930735,0.0021582141052931547,8.718953367997313e-05,-6.864184979349375e-05,0.0010076705366373062,0.00029344032820699355,0.0005146601955251148,0.0006592430096740524,9.336731830826657e-05,0.0002163940065050459
469,869.0,0.0006655597632440428,7.454487472917292e-05,-4.584687606741984e-06,0.0006918713916093111,1.1498667029152667e-05,-6.0202903190050465e-06,0.002321212824123601,0.0006459790547774179,0.0002931316460793217,0.000765684642829001,0.00022490117034925486,3.194542538646298e-06,0.00044279425249745447,0.00011391003556284019,0.00012027896516049925,0.0014923525741323829,0.00014238031412034145,-0.00042019656696841895,0.0006894383792920659,0.00017347711032415983,0.00031048705083473277,0.0004709582232559721,9.684258519164825e-05,7.753968141817798e-05
470,870.0,0.0009340614584895471,0.00020233488743834935,-3.896913646409909e-05,0.0009506630982893208,0.0003111303699421561,-5.0292452215217054e-05,0.0033169371696809926,0.0009650611975641787,0.0008321123241330497,0.0009113313475002845,0.0001568750178994565,-8.306266933762647e-05,0.0006009835245398184,0.00010724835056260348,0.00021687711220389852,0.002037779699700574,0.00016937616679655988,-0.00035099644446745515,0.0008616290094020466,0.00018844757924165833,0.0004562001413432881,0.0006150608921113113,9.26457225979568e-05,0.00017845094650207707
471,871.0,0.001028907485306263,0.0003040708298527623,-0.00011378857501161595,0.0011121999317159255,0.0005153449554640429,-0.0002762332442216575,0.003337979627152284,0.0012451004715914164,0.0005752045544795692,0.0011165769149859746,0.0003230952863370737,-2.3973772234360997e-05,0.000723784469300881,0.0002548386724260846,0.0002242204991489416,0.002398138710608085,0.000270539587394881,-0.0008443130063824356,0.0009777564361381035,0.0002889700996752443,0.0005185611565442135,0.0007800531457178295,0.0002290814137485414,0.000148461297309647
472,872.0,0.0007053063600324094,8.991551696897213e-05,-9.397432586411014e-05,0.0007977254960375527,0.00022332540106755473,-0.00023714034644702528,0.0024465518072247505,0.0005199507452828218,0.0006047484251515319,0.0007593917543999851,0.00016152740578127153,-8.563414257878321e-05,0.0005184152590421339,0.00012729490580397798,0.000146600174048217,0.0017821188472832243,0.00021103525870420076,-0.0007420047380340596,0.0007637684660342833,0.000164206962532931,0.00029951352765541134,0.0005495789033981661,0.00010895388127889805,8.391746814595535e-05
473,873.0,0.0008176873282839855,0.00021221847320648186,-8.148982124112081e-05,0.0009217976670091351,0.0002887271038058417,-0.00020450517574014762,0.002974777870501081,0.0007567593755894169,0.0006694121620967053,0.0008818831799241403,0.00013343946116007932,-6.23352292071407e-05,0.0005251213733572513,5.6753972802704985e-05,0.00013651109596442743,0.002373659905667106,0.00022574301259326577,-0.0012293591668518882,0.000763425351275752,0.0001738812295526208,0.00030774492188356817,0.0005437513658155998,1.8277096761989204e-05,6.091014620324131e-05
474,874.0,0.0009904727145719032,0.0002753202990693393,-0.00011784631594006593,0.0011722671139674883,0.0004770249643016433,-0.0003815839590970427,0.003091338944310943,0.0010722927729015996,0.00038218711658070487,0.0010936253432494898,0.0003140010327273327,-0.0002138863031480772,0.0006317479904585829,0.00017733393787242212,0.00020603338028498305,0.0023708736213545003,0.00035789794633516554,-0.0014265185842911403,0.0008376552917373677,0.00019235917125621263,0.00041923483756060403,0.000655484317879503,0.0001381396447383063,9.995457488306177e-05
475,875.0,0.0007725220639258623,7.140707380384792e-05,-1.4281480010443678e-05,0.0009056782776800295,0.0002015605667545022,-0.00021073166377997646,0.002564389413843552,0.0004975935775699366,0.000548540228408001,0.0008119916310533881,6.651256168002583e-05,-0.00012789535564176427,0.0005317922623362392,0.0001478495314726397,0.00022529388418964422,0.0023504411801695824,3.842887487827306e-05,-0.0014686147527148326,0.000721456715837121,8.068685290735856e-05,0.00040409273545568186,0.000533290255892401,0.00011034989043338779,0.0001433045108569786
476,876.0,0.0007570808326515058,0.00013164343585894255,-2.1920728613622487e-05,0.0009184330507802466,0.0002076419975728342,-0.0003174255446841319,0.0027854948615034423,0.0006675073044446012,0.0010901328932959586,0.0007923909191352626,0.00017443676289222846,2.587154449429363e-05,0.000448279616345341,4.6980617699930404e-05,0.00013713526277570054,0.002316349884495139,0.0006273527304034264,-0.0012848781965052087,0.0006734933704137802,9.509568235690256e-05,0.0003277740955430393,0.00047059056426708895,4.47726863474526e-05,3.058976168783071e-05
477,877.0,0.0007770546556760868,0.00012694021074142103,-3.773665715319415e-06,0.000985178359163304,0.00026753195434065294,-0.00040503296137709793,0.0028064196618894735,0.0007416898306164557,0.001031620857247617,0.0008045556799819072,8.310251751913e-05,-5.490933350908259e-05,0.00047627905344900984,7.062300200448416e-05,0.00012254941733165955,0.0023553615901619196,0.00041807060765192583,-0.0013086167358172436,0.0007218199704463283,0.00015218400389009176,0.00023913495685216427,0.0004970391843623171,4.3230944307230275e-05,3.1990564214841775e-05
478,878.0,0.0008347027469426394,3.445613460986701e-05,-7.923554221633822e-06,0.0009377025223026673,0.00011990544113570578,-0.00035176070499195095,0.0026538632810115814,0.0003316654255662015,0.0009410342803069701,0.0007750946291101476,5.671644421648701e-05,8.126048366345154e-06,0.000483137700939551,0.0001188219030473223,0.0001640751312758463,0.0023652781965211034,0.0003630070289009904,-0.0013970931759104133,0.0006868696073070168,2.543756532536445e-05,0.0003193663530206929,0.0004893928222979108,9.480219535422038e-05,6.001098639292953e-05
479,879.0,0.0008734462123053769,0.0001089566223449104,7.638251796985666e-05,0.0009930002658317487,0.0002393215203192097,-0.0004602956978487782,0.0026840174105018377,0.00044097204356127983,0.0012504541373346,0.0007283447387938698,0.0001449394800334247,7.540992737631314e-05,0.00046964581512535614,9.187051807615587e-05,0.00018991892405513985,0.0024629256998499236,0.00030118036492490964,-0.0014830393095811207,0.0006729285038697223,4.829057443144281e-05,0.00016331589237476388,0.0004613555987210323,7.516618502911333e-05,9.901894069723009e-05
480,880.0,0.0007044680144948264,2.9732193304696932e-05,0.00010952087662493189,0.0009280662052333355,0.00010352562842868521,-0.0004317771818023175,0.0025987510258952775,0.00033981004064337496,0.0013114294051774777,0.0006933841311062375,7.700186640777283e-05,0.00020018263603560627,0.0004570683134564509,7.701338483092414e-05,0.00017982350254897028,0.0021371975696335235,0.0004329910616533788,-0.001358379532272617,0.0006358113993580142,7.897709539360496e-05,9.84194618164717e-05,0.0004671580099966377,6.700639766520124e-05,0.00012025111451900254
481,881.0,0.0006497971286686758,4.7948161230924576e-05,-6.158781616250053e-05,0.0009442943458755811,0.00017439788392629017,-0.000488532988432174,0.0021425200005372367,0.00040216186657456926,0.001066024211468175,0.0007228270017852386,9.377707026297552e-06,0.00024147339475651583,0.00048149469269750017,0.00010410997472026869,0.00019822455578832887,0.0022914226865395904,0.00045183263698388864,-0.0014143309478337567,0.0005707487774391969,4.097708040017423e-05,9.095322457142174e-05,0.0004838591654940198,9.401289545590288e-05,0.0001269870626856573
482,882.0,0.000651915518877407,7.514350483354982e-05,-3.355485629678393e-05,0.0009664369087355832,0.0002831595490302915,-0.00046421560970581294,0.002293109195306897,0.0002906448041596192,0.0012888960579099755,0.0007154188739756743,0.00011937666087010963,0.00028822101739933714,0.0005454608957127979,0.00016332207079593084,0.0002164800389437005,0.0021516214668129883,0.0002046668728828651,-0.0012814785974721115,0.0006034672357297192,9.316458846318987e-05,0.00015860779967624694,0.000547905588367333,0.00014941448618636165,0.00016287116644283137
483,883.0,0.0005647623523448905,9.407044840780478e-05,7.784461195115e-05,0.000700367905665189,8.95423637450692e-05,-0.0002289496527131026,0.0019506625443076093,0.0004218574656711455,0.0010964750157048304,0.0006827259785495698,0.00010963812174345295,0.00024261952239612583,0.00046653001724431914,5.899603745649946e-05,0.0001626048372903218,0.0021550265373662114,0.0005169671056425839,-0.0014303084074830015,0.0005180536051436017,2.5722191405598106e-05,0.00010397567045098792,0.00048678233482254046,2.666956939445045e-05,0.00011036313662771136
484,884.0,0.0005619753307352463,0.00012607670646681715,0.0001297494733686714,0.0006121481322528174,0.00014421421537326944,-0.00013445094615841904,0.0018774846491093438,0.00040788264456124946,0.0009040913040128847,0.0006456864842524132,0.00016344141927337812,0.00019762620649999008,0.00041308578026170534,6.503655096310842e-05,9.939918527379632e-05,0.001862041768617928,0.0006969362950653457,-0.0011763413979982336,0.0005028485999597857,4.81513020104833e-05,9.758555582569292e-06,0.0004419820421996216,4.1113779083360736e-05,4.3135189722913005e-05
485,885.0,0.0006146692127610246,4.2316110901342145e-05,0.0002030408795690164,0.000658879706558461,0.00014889652863457693,-0.00013216310374749204,0.0020245916675776243,0.00010138144381087222,0.0011014137611103554,0.0006836399940463403,0.00012607463104882493,0.00023398330085910857,0.0004930189073396226,7.760814311332571e-05,0.00016722604050301015,0.0019085716921836138,0.0005668617377039806,-0.000983134125514577,0.0005530755540045599,6.0482404854860074e-05,0.00010056898463517427,0.000512255976597468,5.45071354506159e-05,0.00012785237049683928
486,886.0,0.0005411012389231473,0.00017726611047980963,0.0001749314833432436,0.0006230465951375663,6.959689502484034e-05,-0.00014007674083889773,0.0017290977217877905,0.0005446612873720539,0.0006221710743072132,0.0006350373053768029,0.00016386639637375894,3.70505052463462e-05,0.0003731028021623691,7.303297625967812e-05,0.00011592631441696237,0.001929657650180161,0.000635924182454219,-0.0011829218710772693,0.00047995337323906523,1.9003950279732864e-05,6.197317028030132e-05,0.00040180540721242625,6.026226140761678e-05,8.705861788863938e-05
487,887.0,0.0004640250214530776,0.00014203194723490665,0.00014817666427309936,0.0005076303690051039,0.00011049991427167828,-2.534592446560661e-05,0.0015236058000785608,0.0005344079531749466,0.000397808880128044,0.0005136350713049372,0.00019357319794164848,1.0366476393149545e-05,0.0003259319152372579,9.004247283841355e-05,1.7097871022997424e-05,0.0016626590319598715,0.00078128748548774,-0.0010434738748396437,0.00038999913764807087,5.4524893683387216e-05,7.633658848741713e-05,0.0003542157889266188,8.908204805348625e-05,-1.1000895028701052e-05
488,888.0,0.0004592990056456377,2.3613935295556738e-05,0.00016258199563405165,0.0004656974148626129,9.865557908143971e-05,-9.392338173104993e-05,0.0016105261165648699,0.000147083798590535,0.00037682102023003,0.0005422713487253835,0.0001211151702646757,1.1234398698434234e-05,0.0003698174065599839,6.0998931030333505e-05,6.519438951121022e-05,0.0018816048783871036,0.0007339757448873645,-0.0012253486250604813,0.00044923168995107215,8.604502669889632e-05,0.00011663110611455825,0.0003947170334868133,3.9606191189423824e-05,3.41755561142539e-05
489,889.0,0.0005153108213562518,0.00014531855306530798,0.0002771560684777796,0.0004757827070231239,0.00011448116288482553,-8.41382813329498e-05,0.0014630894487102826,0.00012393655629675695,7.45144352549687e-05,0.0005906683121186992,0.0001596062478258662,-7.355671550612897e-05,0.0003394600450216482,4.4741997181604025e-05,3.222721352358349e-05,0.00198460731189698,0.0005631128161605899,-0.001373797868533681,0.00044460043621559936,3.9947057024870586e-05,-1.3638999613855654e-05,0.0003791630345707138,4.526369708147612e-05,2.075482674020653e-06
490,890.0,0.0004108721235146125,0.00011330619579134883,0.00017380625892352933,0.00042296101067525643,8.178375239225992e-05,-0.0001015233647194691,0.0011861611080045502,0.00020323896237374104,-8.754450603494963e-05,0.0005315611197147518,0.0001610365061660133,-4.534657879654939e-05,0.0003304658845687906,4.318881972463122e-05,4.0302119183858544e-05,0.001502672287945946,0.0004638760788964604,-0.0009766934090293944,0.00042512974080940086,5.1823337515906935e-05,4.821248451965706e-05,0.00036068961101894576,3.939328082341971e-05,1.0283751180395484e-05
491,891.0,0.0003769378818105906,2.22125097523013e-05,0.00012630415828122446,0.0004458170636401822,7.69875856217695e-05,-7.7657779911533e-05,0.0010862044097545247,0.00029202131480045404,-1.6023235123914976e-05,0.000489847375623261,8.066487657281222e-05,-7.751887703003983e-05,0.00032533020809448016,7.886304900542437e-05,9.289043252162325e-05,0.001335077395197004,0.0004511728103015992,-0.0008135197082689652,0.00039598684331091744,8.228052023736785e-05,9.623527148505673e-05,0.0003524955245666206,7.426603505343622e-05,6.618780571443494e-05
492,892.0,0.0005367900982188681,0.00018707455614147265,0.0003015905410090151,0.00042646560662736494,7.640885188128782e-05,-6.067377754940632e-05,0.0011040409250805776,0.00016821463943115107,-5.565333898024012e-06,0.000629380956524983,0.00023870603842401315,-0.00023851124205975793,0.00034458755787151557,5.4835458532438594e-05,6.0001361513665565e-05,0.001185914520950367,0.0002931606479512463,-0.0006847508969561508,0.00042066085734404624,1.7738838558450205e-05,2.8551079594762996e-05,0.0003743019769899547,5.061924318763083e-05,3.250404067027072e-05
493,893.0,0.0004639651791270201,0.0002215396231032881,0.00022194955605906822,0.0003657167835626751,5.7396310427796476e-05,-8.280795312505991e-05,0.000979686757394423,0.00023562749912644837,-9.90018124866765e-05,0.0005601753364317119,0.00011484079401006957,-0.00022854811807822747,0.0003193400625605136,7.79378067270592e-05,5.341068875471441e-05,0.0010644883926336963,0.0002717680409602003,-0.0006255241848217944,0.0003495384201717873,5.895901187118945e-05,-1.5339234475201618e-05,0.0003510480892146006,8.335243173095278e-05,4.3644064135150984e-05
494,894.0,0.00034645104703182977,0.00010048039757927278,0.00012439440714236602,0.0003508902251875649,3.2504102626367134e-05,-2.9893121488081913e-05,0.0009054158775446316,0.00030797348355640636,-3.710710734594613e-05,0.00038569084911917645,9.154440635774855e-05,-0.00011807333066826686,0.0002942140029820924,0.00010637644855601888,7.699143801194926e-05,0.0010410311515443027,0.0003985209768676195,-0.0006789926167887946,0.0002843216061592102,1.651546240040335e-05,3.0327357914453994e-05,0.0003252428238435338,0.00011857154866430007,7.975138350957423e-05
495,895.0,0.00040376934824356187,0.00016427274436049393,0.00016364281509595457,0.00038928330953543383,8.750153940135443e-05,-0.00017132072389358655,0.0008618734427727759,0.0001419565254605944,-0.00012171668155739705,0.000556410513430213,0.0002067930518473281,-0.00027428857477692264,0.0002992383767074595,1.294529068460312e-05,7.647688714011261e-06,0.0009128980454988778,0.00024377610156607558,-0.0005483719141921028,0.00029446487314999104,2.87061772854087e-05,-1.4821256020998893e-05,0.0003265882551204413,1.1448382977063375e-05,-9.112586364305267e-06
496,896.0,0.0003768648311961442,0.00018652444463698533,0.00019417808713721266,0.0003755587774018447,2.5946147299268583e-05,-0.0001329422721028095,0.0009043441774944464,0.00017530358854762258,-0.0002017248140570397,0.0004468846406477193,0.00013587877110869684,-0.0002268105890834704,0.00030024946803071845,0.00010629492399439746,5.8993966376874596e-05,0.000824346022758012,0.00026193536705431064,-0.00042803998076124117,0.0002862860565073788,1.1197128404632023e-05,9.203941711651471e-05,0.00032018560644549626,0.00010018079145158993,4.193819283197323e-05
497,897.0,0.00032214894114683074,5.6226819749454434e-05,0.00016969302669167519,0.00038498799161364633,6.500395293364237e-05,-7.88503796987546e-05,0.0007428055590329071,0.00012356139510467118,-0.00013696392610048255,0.00038505069096572697,0.00015348680370911298,-0.00018052947871183278,0.00027467999219273526,0.00014075855002980458,8.774931484367698e-05,0.0007764472587344547,0.0002466196787209736,-0.00041477665096560184,0.000281717754357184,9.011881056616145e-05,0.00015370609495827617,0.000291708759808292,0.0001453387673293755,8.806914047454484e-05
498,898.0,0.0002887488129393508,8.661062538275619e-05,0.00010696246545194299,0.00031877078193550307,3.336927528969571e-05,-9.988346816195796e-05,0.0007121352440056702,5.4737238593938146e-05,-0.00015636377429473214,0.0003516770326920475,0.00012846346978174987,-0.00013727561721073775,0.00023433854706430188,9.722677994451028e-05,7.805814311723225e-05,0.0005030568863730878,0.0001609069585462449,-0.00025344972042754915,0.00022873000610464564,2.0486498587543952e-05,6.911049338971982e-05,0.0002497579213619853,0.00010516448934143479,7.449450580073365e-05
